year,age,share
2024,55,0.01096292446882827
2024,56,0.01078529927927621
2024,57,0.01054356715680428
2024,58,0.010252849670307202
2024,59,0.009979064081375338
2024,60,0.009707301800957557
2024,61,0.009337781772333067
2024,62,0.008862197781601949
2024,63,0.00832719241450989
2024,64,0.007813272051933004
2024,65,0.007280715953042204
2024,66,0.0068082201700431074
2024,67,0.006462021434291459
2024,68,0.006198139408086419
2024,69,0.0059345768516467605
2024,70,0.005655253786781619
2024,71,0.005369221856843468
2024,72,0.005107043669387129
2024,73,0.0048597740709819225
2024,74,0.004641469731304629
2024,75,0.004422739431940161
2024,76,0.00414118007871735
2024,77,0.0038142560188103797
2024,78,0.0034712519807125453
2024,79,0.003162537697432315
2024,80,0.0028312475507317986
2024,81,0.0025279642534630524
2024,82,0.002308382034724234
2024,83,0.002140340938133615
2024,84,0.001989444718951798
2024,85,0.0018321591044623538
2024,86,0.0016219479988413897
2024,87,0.0013876701708950266
2024,88,0.0011548832018537765
2024,89,9.654376309826038e-4
2024,90,3.4205530970367147e-4
2024,91,3.4205530970367147e-4
2024,92,3.4205530970367147e-4
2024,93,3.4205530970367147e-4
2024,94,3.4205530970367147e-4
2024,95,3.4205530970367147e-4
2024,96,3.4205530970367147e-4
2024,97,3.4205530970367147e-4
2024,98,3.4205530970367147e-4
2024,99,3.4205530970367147e-4
2024,100,3.4205530970367147e-4
2025,0,0.013437643761394422
2025,1,0.013565005707859809
2025,2,0.013684806869877835
2025,3,0.013792361690889574
2025,4,0.013885114412771975
2025,5,0.013971584229268542
2025,6,0.014046020684602409
2025,7,0.013809719548141964
2025,8,0.013933780307031742
2025,9,0.013957634049513555
2025,10,0.013506862210560392
2025,11,0.013478003441754273
2025,12,0.01364125249186417
2025,13,0.013765952190284711
2025,14,0.013885859842224532
2025,15,0.014142181083982212
2025,16,0.014353031129133938
2025,17,0.01449594060418122
2025,18,0.014756627932732446
2025,19,0.014675482612325569
2025,20,0.014506163636673425
2025,21,0.014863011364604453
2025,22,0.015288545092092484
2025,23,0.01570438823669728
2025,24,0.01640913853912866
2025,25,0.017016131093353325
2025,26,0.017411954132660886
2025,27,0.017439960982092655
2025,28,0.017221656642415362
2025,29,0.017043605493176125
2025,30,0.016864915404406128
2025,31,0.016732335451772846
2025,32,0.016693466630318107
2025,33,0.016697513247346273
2025,34,0.016681326779233615
2025,35,0.01668122028931182
2025,36,0.016604334565776695
2025,37,0.01641126833756453
2025,38,0.01613897360753778
2025,39,0.015836755209486974
2025,40,0.015482037279991822
2025,41,0.015130301068306895
2025,42,0.014812109181987016
2025,43,0.014513511441277197
2025,44,0.014187865260431753
2025,45,0.013841453544836516
2025,46,0.013472465965820996
2025,47,0.013079092194714693
2025,48,0.012681671806580225
2025,49,0.012287552606021367
2025,50,0.011871602971494777
2025,51,0.011537970046514797
2025,52,0.011337556013698864
2025,53,0.011218819750898775
2025,54,0.011092522703651327
2025,55,0.01096292446882827
2025,56,0.01078529927927621
2025,57,0.01054356715680428
2025,58,0.010252849670307202
2025,59,0.009979064081375338
2025,60,0.009707301800957557
2025,61,0.009337781772333067
2025,62,0.008862197781601949
2025,63,0.00832719241450989
2025,64,0.007813272051933004
2025,65,0.007280715953042204
2025,66,0.0068082201700431074
2025,67,0.006462021434291459
2025,68,0.006198139408086419
2025,69,0.0059345768516467605
2025,70,0.005655253786781619
2025,71,0.005369221856843468
2025,72,0.005107043669387129
2025,73,0.0048597740709819225
2025,74,0.004641469731304629
2025,75,0.004422739431940161
2025,76,0.00414118007871735
2025,77,0.0038142560188103797
2025,78,0.0034712519807125453
2025,79,0.003162537697432315
2025,80,0.0028312475507317986
2025,81,0.0025279642534630524
2025,82,0.002308382034724234
2025,83,0.002140340938133615
2025,84,0.001989444718951798
2025,85,0.0018321591044623538
2025,86,0.0016219479988413897
2025,87,0.0013876701708950266
2025,88,0.0011548832018537765
2025,89,9.654376309826038e-4
2025,90,3.4205530970367147e-4
2025,91,3.4205530970367147e-4
2025,92,3.4205530970367147e-4
2025,93,3.4205530970367147e-4
2025,94,3.4205530970367147e-4
2025,95,3.4205530970367147e-4
2025,96,3.4205530970367147e-4
2025,97,3.4205530970367147e-4
2025,98,3.4205530970367147e-4
2025,99,3.4205530970367147e-4
2025,100,3.4205530970367147e-4
