state,week_start,week_of_year,lag_spec,lagged_temp,lagged_precip,log_precip,T_clim,logP_clim,n_years,T_anom,P_anom,T_anom_mean,T_anom_sd,P_anom_mean,P_anom_sd,z_T_anom,z_P_anom
MS,2015-03-08,10,primary,25.620766815952212,257.765386457706,5.555921807382476,26.18339042338341,5.260567599701769,11,-0.562623607431199,0.29535420768070697,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.7342117095156968,0.58879806340004
MS,2015-03-15,11,primary,25.144401740375805,248.97074119214318,5.521343875781662,26.249554052397055,5.149266234778462,11,-1.10515231202125,0.37207764100319984,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.442200002927484,0.741748682632531
MS,2015-03-22,12,primary,24.84495038725161,254.37767945927482,5.542743545336389,25.87030939077042,5.1192825791327765,11,-1.0253590035188083,0.4234609662036126,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.3380714511395901,0.8441829855213664
MS,2015-03-29,13,primary,24.711318408619974,230.3728838985192,5.4440306250863895,25.741044479575653,5.0465012666277405,11,-1.0297260709556788,0.397529358458649,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.343770380238983,0.7924874957533992
MS,2015-04-05,14,primary,24.34278748378728,155.00876960307278,5.049912221073823,25.365233878408198,4.9114621895348245,11,-1.0224463946209177,0.1384500315389987,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.3342705591581203,0.2760045678305123
MS,2015-04-12,15,primary,24.367979473587532,166.09656677969315,5.118571889487783,24.952953983454425,4.703127271322284,11,-0.5849745098668926,0.41544461816549916,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.763379156579382,0.8282021392099284
MS,2015-04-19,16,primary,24.472924949479285,127.31508948506512,4.854488875657369,24.248848242313272,4.711410898753794,11,0.22407670716601302,0.14307797690357482,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.29241528449572757,0.2852305249942219
MS,2015-04-26,17,primary,24.295561104821164,121.66242665509343,4.809436083591689,23.75390667753047,4.616467713539408,11,0.5416544272906947,0.19296837005228085,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.7068473803358464,0.38468862006893645
MS,2015-05-03,18,primary,23.43596878409174,122.51308042018181,4.816347064792961,23.55804928890642,4.528426270858163,11,-0.12208050481467936,0.28792079393479764,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.1593124336672735,0.573979315252141
MS,2015-05-10,19,primary,22.02413310172573,94.7688234202648,4.561937197985207,22.763815501713502,4.374362752258683,11,-0.7396823999877711,0.18757444572652382,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.9652696264795578,0.37393565933723955
