muni6,total_cases,active_months,active_years,peak_year_cases,outbreak_years,active_month_frac,active_year_frac,peak_year_share,episodes,recurrence_index,persistence_index,concentration_index,pattern_class
231123,55,20,7,42,1,0.16666666666666666,0.7,0.7636363636363637,13,0.7,0.16666666666666666,0.7636363636363637,sporadic
231126,432,30,6,389,1,0.25,0.6,0.9004629629629629,9,0.6,0.25,0.9004629629629629,sporadic
231130,3140,90,10,1748,3,0.75,1,0.556687898089172,14,1,0.75,0.556687898089172,recurrent
231135,67,25,8,39,4,0.20833333333333334,0.8,0.582089552238806,13,0.8,0.20833333333333334,0.582089552238806,recurrent
231140,4140,83,9,1670,4,0.6916666666666667,0.9,0.4033816425120773,13,0.9,0.6916666666666667,0.4033816425120773,recurrent
231150,2177,89,10,583,6,0.7416666666666667,1,0.26779972439136424,12,1,0.7416666666666667,0.26779972439136424,recurrent
231160,467,50,9,372,1,0.4166666666666667,0.9,0.7965738758029979,21,0.9,0.4166666666666667,0.7965738758029979,sporadic
231170,2195,84,10,1090,3,0.7,1,0.49658314350797267,16,1,0.7,0.49658314350797267,recurrent
231180,1815,92,10,1088,2,0.7666666666666667,1,0.5994490358126722,12,1,0.7666666666666667,0.5994490358126722,recurrent
231190,83,11,4,72,1,0.09166666666666666,0.4,0.8674698795180723,6,0.4,0.09166666666666666,0.8674698795180723,sporadic
231195,477,35,9,196,3,0.2916666666666667,0.9,0.4109014675052411,12,0.9,0.2916666666666667,0.4109014675052411,recurrent
231200,506,56,9,199,3,0.4666666666666667,0.9,0.3932806324110672,17,0.9,0.4666666666666667,0.3932806324110672,recurrent
231210,891,33,7,829,1,0.275,0.7,0.9304152637485971,11,0.7,0.275,0.9304152637485971,sporadic
231220,1181,57,9,706,2,0.475,0.9,0.5977984758679086,16,0.9,0.475,0.5977984758679086,recurrent
231230,100,36,8,39,4,0.3,0.8,0.39,12,0.8,0.3,0.39,recurrent
231240,1848,92,10,1018,2,0.7666666666666667,1,0.5508658008658008,18,1,0.7666666666666667,0.5508658008658008,recurrent
231250,79,29,8,47,3,0.24166666666666667,0.8,0.5949367088607594,16,0.8,0.24166666666666667,0.5949367088607594,recurrent
231260,416,16,5,297,2,0.13333333333333333,0.5,0.7139423076923077,8,0.5,0.13333333333333333,0.7139423076923077,intermediate
231270,2198,49,9,2106,1,0.4083333333333333,0.9,0.9581437670609645,19,0.9,0.4083333333333333,0.9581437670609645,sporadic
231280,244,32,8,120,4,0.26666666666666666,0.8,0.4918032786885246,13,0.8,0.26666666666666666,0.4918032786885246,recurrent
231290,5556,107,9,2132,4,0.8916666666666667,0.9,0.38372930165586755,2,0.9,0.8916666666666667,0.38372930165586755,recurrent
231300,417,21,6,400,1,0.175,0.6,0.9592326139088729,8,0.6,0.175,0.9592326139088729,sporadic
231310,251,34,9,188,2,0.2833333333333333,0.9,0.749003984063745,17,0.9,0.2833333333333333,0.749003984063745,intermediate
231320,1486,42,8,646,3,0.35,0.8,0.4347240915208614,14,0.8,0.35,0.4347240915208614,recurrent
231325,33,6,3,22,2,0.05,0.3,0.6666666666666666,3,0.3,0.05,0.6666666666666666,intermediate
231330,1155,69,9,329,5,0.575,0.9,0.28484848484848485,14,0.9,0.575,0.28484848484848485,recurrent
231335,389,49,9,323,1,0.4083333333333333,0.9,0.8303341902313625,25,0.9,0.4083333333333333,0.8303341902313625,sporadic
231340,133,44,9,54,4,0.36666666666666664,0.9,0.40601503759398494,16,0.9,0.36666666666666664,0.40601503759398494,recurrent
231350,391,51,9,198,2,0.425,0.9,0.5063938618925832,17,0.9,0.425,0.5063938618925832,recurrent
231355,150,28,8,118,1,0.23333333333333334,0.8,0.7866666666666666,18,0.8,0.23333333333333334,0.7866666666666666,sporadic
231360,47,24,10,19,5,0.2,1,0.40425531914893614,14,1,0.2,0.40425531914893614,recurrent
231370,430,28,8,266,2,0.23333333333333334,0.8,0.6186046511627907,9,0.8,0.23333333333333334,0.6186046511627907,intermediate
231375,509,23,7,308,2,0.19166666666666668,0.7,0.6051080550098232,12,0.7,0.19166666666666668,0.6051080550098232,intermediate
231380,323,49,10,209,2,0.4083333333333333,1,0.6470588235294118,23,1,0.4083333333333333,0.6470588235294118,intermediate
231390,454,41,9,335,2,0.3416666666666667,0.9,0.737885462555066,15,0.9,0.3416666666666667,0.737885462555066,intermediate
231395,905,77,9,409,4,0.6416666666666667,0.9,0.45193370165745855,13,0.9,0.6416666666666667,0.45193370165745855,recurrent
231400,854,74,9,509,2,0.6166666666666667,0.9,0.5960187353629977,15,0.9,0.6166666666666667,0.5960187353629977,recurrent
231410,320,55,9,119,5,0.4583333333333333,0.9,0.371875,22,0.9,0.4583333333333333,0.371875,recurrent
240000,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
240010,446,38,10,309,2,0.31666666666666665,1,0.6928251121076233,16,1,0.31666666666666665,0.6928251121076233,intermediate
240020,2445,104,10,873,4,0.8666666666666667,1,0.3570552147239264,9,1,0.8666666666666667,0.3570552147239264,recurrent
240030,328,51,10,92,7,0.425,1,0.2804878048780488,20,1,0.425,0.2804878048780488,recurrent
240040,267,38,7,131,3,0.31666666666666665,0.7,0.49063670411985016,12,0.7,0.31666666666666665,0.49063670411985016,recurrent
240050,132,22,9,70,2,0.18333333333333332,0.9,0.5303030303030303,12,0.9,0.18333333333333332,0.5303030303030303,recurrent
240060,38,6,3,35,1,0.05,0.3,0.9210526315789473,3,0.3,0.05,0.9210526315789473,sporadic
240070,149,37,9,55,6,0.30833333333333335,0.9,0.3691275167785235,14,0.9,0.30833333333333335,0.3691275167785235,recurrent
240080,212,48,10,52,7,0.4,1,0.24528301886792453,21,1,0.4,0.24528301886792453,recurrent
240090,72,15,4,36,3,0.125,0.4,0.5,7,0.4,0.125,0.5,recurrent
240100,291,50,10,128,4,0.4166666666666667,1,0.43986254295532645,19,1,0.4166666666666667,0.43986254295532645,recurrent
240110,299,54,10,166,3,0.45,1,0.5551839464882943,19,1,0.45,0.5551839464882943,recurrent
240120,445,40,10,279,2,0.3333333333333333,1,0.6269662921348315,16,1,0.3333333333333333,0.6269662921348315,intermediate
240130,11,7,3,7,2,0.058333333333333334,0.3,0.6363636363636364,3,0.3,0.058333333333333334,0.6363636363636364,intermediate
240140,579,52,8,255,3,0.43333333333333335,0.8,0.44041450777202074,12,0.8,0.43333333333333335,0.44041450777202074,recurrent
240145,308,52,10,105,4,0.43333333333333335,1,0.3409090909090909,16,1,0.43333333333333335,0.3409090909090909,recurrent
240150,76,22,6,28,3,0.18333333333333332,0.6,0.3684210526315789,10,0.6,0.18333333333333332,0.3684210526315789,recurrent
240160,133,15,7,123,1,0.125,0.7,0.924812030075188,8,0.7,0.125,0.924812030075188,sporadic
240165,23,11,6,10,3,0.09166666666666666,0.6,0.43478260869565216,9,0.6,0.09166666666666666,0.43478260869565216,recurrent
240170,204,33,9,73,4,0.275,0.9,0.35784313725490197,15,0.9,0.275,0.35784313725490197,recurrent
240180,288,53,9,141,3,0.44166666666666665,0.9,0.4895833333333333,21,0.9,0.44166666666666665,0.4895833333333333,recurrent
240185,58,19,6,28,4,0.15833333333333333,0.6,0.4827586206896552,13,0.6,0.15833333333333333,0.4827586206896552,recurrent
240190,374,34,8,167,2,0.2833333333333333,0.8,0.446524064171123,15,0.8,0.2833333333333333,0.446524064171123,recurrent
240200,2982,88,10,1649,2,0.7333333333333333,1,0.5529845741113347,15,1,0.7333333333333333,0.5529845741113347,recurrent
240210,109,34,8,47,5,0.2833333333333333,0.8,0.43119266055045874,17,0.8,0.2833333333333333,0.43119266055045874,recurrent
240220,417,65,10,172,4,0.5416666666666666,1,0.41247002398081534,20,1,0.5416666666666666,0.41247002398081534,recurrent
240230,423,36,10,372,1,0.3,1,0.8794326241134752,19,1,0.3,0.8794326241134752,sporadic
240240,737,49,9,383,3,0.4083333333333333,0.9,0.519674355495251,16,0.9,0.4083333333333333,0.519674355495251,recurrent
240250,298,17,6,227,2,0.14166666666666666,0.6,0.761744966442953,7,0.6,0.14166666666666666,0.761744966442953,sporadic
240260,1022,85,10,419,5,0.7083333333333334,1,0.40998043052837574,13,1,0.7083333333333334,0.40998043052837574,recurrent
240270,88,20,8,41,3,0.16666666666666666,0.8,0.4659090909090909,11,0.8,0.16666666666666666,0.4659090909090909,recurrent
240280,195,37,9,140,2,0.30833333333333335,0.9,0.717948717948718,17,0.9,0.30833333333333335,0.717948717948718,intermediate
240290,197,17,5,105,2,0.14166666666666666,0.5,0.5329949238578681,7,0.5,0.14166666666666666,0.5329949238578681,recurrent
240300,26,20,8,9,3,0.16666666666666666,0.8,0.34615384615384615,17,0.8,0.16666666666666666,0.34615384615384615,recurrent
240310,1403,50,10,900,2,0.4166666666666667,1,0.6414825374198146,17,1,0.4166666666666667,0.6414825374198146,intermediate
240320,99,30,7,41,4,0.25,0.7,0.41414141414141414,14,0.7,0.25,0.41414141414141414,recurrent
240325,3117,112,10,831,8,0.9333333333333333,1,0.2666025024061598,8,1,0.9333333333333333,0.2666025024061598,recurrent
240330,33,8,4,28,1,0.06666666666666667,0.4,0.8484848484848485,5,0.4,0.06666666666666667,0.8484848484848485,sporadic
240340,74,17,6,35,3,0.14166666666666666,0.6,0.47297297297297297,10,0.6,0.14166666666666666,0.47297297297297297,recurrent
240350,31,21,9,9,4,0.175,0.9,0.2903225806451613,15,0.9,0.175,0.2903225806451613,recurrent
240360,1142,84,10,325,5,0.7,1,0.28458844133099825,19,1,0.7,0.28458844133099825,recurrent
240370,36,19,4,16,3,0.15833333333333333,0.4,0.4444444444444444,7,0.4,0.15833333333333333,0.4444444444444444,recurrent
240375,219,29,8,133,2,0.24166666666666667,0.8,0.6073059360730594,13,0.8,0.24166666666666667,0.6073059360730594,intermediate
240380,232,25,8,181,1,0.20833333333333334,0.8,0.7801724137931034,13,0.8,0.20833333333333334,0.7801724137931034,sporadic
240390,84,10,3,50,2,0.08333333333333333,0.3,0.5952380952380952,5,0.3,0.08333333333333333,0.5952380952380952,intermediate
240400,150,19,5,127,1,0.15833333333333333,0.5,0.8466666666666667,9,0.5,0.15833333333333333,0.8466666666666667,sporadic
240410,177,25,7,79,4,0.20833333333333334,0.7,0.4463276836158192,12,0.7,0.20833333333333334,0.4463276836158192,recurrent
240420,116,38,10,54,4,0.31666666666666665,1,0.46551724137931033,21,1,0.31666666666666665,0.46551724137931033,recurrent
240430,43,11,6,24,2,0.09166666666666666,0.6,0.5581395348837209,7,0.6,0.09166666666666666,0.5581395348837209,recurrent
240440,135,22,9,47,3,0.18333333333333332,0.9,0.34814814814814815,14,0.9,0.18333333333333332,0.34814814814814815,recurrent
240450,749,59,9,284,4,0.49166666666666664,0.9,0.37917222963951935,18,0.9,0.49166666666666664,0.37917222963951935,recurrent
240460,311,32,9,236,2,0.26666666666666666,0.9,0.7588424437299035,9,0.9,0.26666666666666666,0.7588424437299035,sporadic
240470,230,24,7,124,3,0.2,0.7,0.5391304347826087,11,0.7,0.2,0.5391304347826087,recurrent
240480,105,25,5,57,4,0.20833333333333334,0.5,0.5428571428571428,9,0.5,0.20833333333333334,0.5428571428571428,recurrent
240485,36,12,6,29,1,0.1,0.6,0.8055555555555556,8,0.6,0.1,0.8055555555555556,sporadic
240490,42,14,5,17,4,0.11666666666666667,0.5,0.40476190476190477,6,0.5,0.11666666666666667,0.40476190476190477,recurrent
240500,468,36,8,255,3,0.3,0.8,0.5448717948717948,15,0.8,0.3,0.5448717948717948,recurrent
240510,338,30,8,153,4,0.25,0.8,0.4526627218934911,14,0.8,0.25,0.4526627218934911,recurrent
240520,180,21,8,151,1,0.175,0.8,0.8388888888888889,13,0.8,0.175,0.8388888888888889,sporadic
240530,185,28,9,87,2,0.23333333333333334,0.9,0.4702702702702703,13,0.9,0.23333333333333334,0.4702702702702703,recurrent
240540,307,40,9,202,1,0.3333333333333333,0.9,0.6579804560260586,21,0.9,0.3333333333333333,0.6579804560260586,intermediate
240550,139,12,6,110,2,0.1,0.6,0.7913669064748201,6,0.6,0.1,0.7913669064748201,sporadic
240560,55,32,10,20,6,0.26666666666666666,1,0.36363636363636365,20,1,0.26666666666666666,0.36363636363636365,recurrent
240570,897,63,10,642,2,0.525,1,0.7157190635451505,19,1,0.525,0.7157190635451505,intermediate
240580,932,75,10,481,3,0.625,1,0.5160944206008584,21,1,0.625,0.5160944206008584,recurrent
240590,4,3,3,2,0,0.025,0.3,0.5,3,0.3,0.025,0.5,intermediate
240600,377,36,8,336,1,0.3,0.8,0.8912466843501327,16,0.8,0.3,0.8912466843501327,sporadic
240610,426,49,10,218,4,0.4083333333333333,1,0.5117370892018779,19,1,0.4083333333333333,0.5117370892018779,recurrent
240615,130,23,8,112,1,0.19166666666666668,0.8,0.8615384615384616,13,0.8,0.19166666666666668,0.8615384615384616,sporadic
240620,159,26,8,74,3,0.21666666666666667,0.8,0.46540880503144655,12,0.8,0.21666666666666667,0.46540880503144655,recurrent
240630,28,20,7,12,3,0.16666666666666666,0.7,0.42857142857142855,12,0.7,0.16666666666666666,0.42857142857142855,recurrent
240640,316,38,10,165,3,0.31666666666666665,1,0.5221518987341772,17,1,0.31666666666666665,0.5221518987341772,recurrent
240650,266,49,9,58,6,0.4083333333333333,0.9,0.21804511278195488,14,0.9,0.4083333333333333,0.21804511278195488,recurrent
240660,257,21,7,236,1,0.175,0.7,0.9182879377431906,10,0.7,0.175,0.9182879377431906,sporadic
240670,549,43,9,288,3,0.35833333333333334,0.9,0.5245901639344263,17,0.9,0.35833333333333334,0.5245901639344263,recurrent
240680,299,55,10,79,6,0.4583333333333333,1,0.26421404682274247,18,1,0.4583333333333333,0.26421404682274247,recurrent
240690,29,16,6,11,3,0.13333333333333333,0.6,0.3793103448275862,9,0.6,0.13333333333333333,0.3793103448275862,recurrent
240700,169,23,8,94,4,0.19166666666666668,0.8,0.5562130177514792,9,0.8,0.19166666666666668,0.5562130177514792,recurrent
240710,3167,113,10,1322,4,0.9416666666666667,1,0.41742974423744866,3,1,0.9416666666666667,0.41742974423744866,recurrent
240720,357,53,10,130,5,0.44166666666666665,1,0.3641456582633053,16,1,0.44166666666666665,0.3641456582633053,recurrent
240725,46,16,4,26,3,0.13333333333333333,0.4,0.5652173913043478,7,0.4,0.13333333333333333,0.5652173913043478,recurrent
240730,125,25,7,92,1,0.20833333333333334,0.7,0.736,14,0.7,0.20833333333333334,0.736,intermediate
240740,24,13,4,12,4,0.10833333333333334,0.4,0.5,10,0.4,0.10833333333333334,0.5,recurrent
240750,101,26,9,48,3,0.21666666666666667,0.9,0.4752475247524752,13,0.9,0.21666666666666667,0.4752475247524752,recurrent
240760,129,22,7,91,2,0.18333333333333332,0.7,0.7054263565891473,11,0.7,0.18333333333333332,0.7054263565891473,intermediate
240770,131,34,8,55,2,0.2833333333333333,0.8,0.4198473282442748,12,0.8,0.2833333333333333,0.4198473282442748,recurrent
240780,95,32,10,59,2,0.26666666666666666,1,0.6210526315789474,17,1,0.26666666666666666,0.6210526315789474,intermediate
240790,37,11,4,29,1,0.09166666666666666,0.4,0.7837837837837838,5,0.4,0.09166666666666666,0.7837837837837838,sporadic
240800,14152,115,10,4444,5,0.9583333333333334,1,0.3140192198982476,3,1,0.9583333333333334,0.3140192198982476,recurrent
240810,22840,120,10,8706,4,1,1,0.38117338003502627,1,1,1,0.38117338003502627,recurrent
240820,238,53,10,107,3,0.44166666666666665,1,0.4495798319327731,24,1,0.44166666666666665,0.4495798319327731,recurrent
240830,1083,73,10,319,5,0.6083333333333333,1,0.2945521698984303,18,1,0.6083333333333333,0.2945521698984303,recurrent
240840,56,11,6,51,1,0.09166666666666666,0.6,0.9107142857142857,7,0.6,0.09166666666666666,0.9107142857142857,sporadic
240850,246,23,6,153,2,0.19166666666666668,0.6,0.6219512195121951,7,0.6,0.19166666666666668,0.6219512195121951,intermediate
240860,69,18,6,56,1,0.15,0.6,0.8115942028985508,11,0.6,0.15,0.8115942028985508,sporadic
240870,175,15,7,165,1,0.125,0.7,0.9428571428571428,10,0.7,0.125,0.9428571428571428,sporadic
240880,421,44,10,263,2,0.36666666666666664,1,0.6247030878859857,15,1,0.36666666666666664,0.6247030878859857,intermediate
240890,1462,56,10,713,3,0.4666666666666667,1,0.48768809849521205,21,1,0.4666666666666667,0.48768809849521205,recurrent
240895,223,32,9,170,2,0.26666666666666666,0.9,0.7623318385650224,15,0.9,0.26666666666666666,0.7623318385650224,sporadic
240910,1128,56,10,635,3,0.4666666666666667,1,0.5629432624113475,15,1,0.4666666666666667,0.5629432624113475,recurrent
240920,67,22,7,48,2,0.18333333333333332,0.7,0.7164179104477612,12,0.7,0.18333333333333332,0.7164179104477612,intermediate
240930,770,21,5,721,1,0.175,0.5,0.9363636363636364,8,0.5,0.175,0.9363636363636364,sporadic
240933,170,35,9,83,2,0.2916666666666667,0.9,0.48823529411764705,14,0.9,0.2916666666666667,0.48823529411764705,recurrent
240940,1187,50,10,647,2,0.4166666666666667,1,0.5450716090985678,20,1,0.4166666666666667,0.5450716090985678,recurrent
240950,302,30,6,99,4,0.25,0.6,0.32781456953642385,11,0.6,0.25,0.32781456953642385,recurrent
240960,294,23,5,202,2,0.19166666666666668,0.5,0.6870748299319728,8,0.5,0.19166666666666668,0.6870748299319728,intermediate
240970,277,34,10,137,3,0.2833333333333333,1,0.49458483754512633,15,1,0.2833333333333333,0.49458483754512633,recurrent
240980,146,36,8,86,3,0.3,0.8,0.589041095890411,21,0.8,0.3,0.589041095890411,recurrent
240990,42,25,10,13,6,0.20833333333333334,1,0.30952380952380953,16,1,0.20833333333333334,0.30952380952380953,recurrent
241000,96,25,8,52,3,0.20833333333333334,0.8,0.5416666666666666,15,0.8,0.20833333333333334,0.5416666666666666,recurrent
241010,204,37,8,109,2,0.30833333333333335,0.8,0.5343137254901961,18,0.8,0.30833333333333335,0.5343137254901961,recurrent
241020,48,13,6,20,3,0.10833333333333334,0.6,0.4166666666666667,7,0.6,0.10833333333333334,0.4166666666666667,recurrent
241025,30,8,5,14,2,0.06666666666666667,0.5,0.4666666666666667,8,0.5,0.06666666666666667,0.4666666666666667,recurrent
241030,293,45,10,93,5,0.375,1,0.3174061433447099,19,1,0.375,0.3174061433447099,recurrent
241040,113,28,8,41,3,0.23333333333333334,0.8,0.36283185840707965,16,0.8,0.23333333333333334,0.36283185840707965,recurrent
241050,343,27,8,288,1,0.225,0.8,0.8396501457725948,17,0.8,0.225,0.8396501457725948,sporadic
241060,261,6,1,261,1,0.05,0.1,1,1,0.1,0.05,1,sporadic
241070,42,14,6,15,3,0.11666666666666667,0.6,0.35714285714285715,7,0.6,0.11666666666666667,0.35714285714285715,recurrent
241080,16,11,3,10,2,0.09166666666666666,0.3,0.625,7,0.3,0.09166666666666666,0.625,intermediate
241090,250,27,9,150,2,0.225,0.9,0.6,16,0.9,0.225,0.6,intermediate
241100,128,7,3,126,1,0.058333333333333334,0.3,0.984375,3,0.3,0.058333333333333334,0.984375,sporadic
241105,343,41,10,219,2,0.3416666666666667,1,0.6384839650145773,14,1,0.3416666666666667,0.6384839650145773,intermediate
241110,162,24,8,105,2,0.2,0.8,0.6481481481481481,13,0.8,0.2,0.6481481481481481,intermediate
241120,2881,93,10,2128,1,0.775,1,0.7386324192988546,14,1,0.775,0.7386324192988546,intermediate
241140,213,50,10,60,7,0.4166666666666667,1,0.28169014084507044,23,1,0.4166666666666667,0.28169014084507044,recurrent
241142,64,16,7,18,5,0.13333333333333333,0.7,0.28125,9,0.7,0.13333333333333333,0.28125,recurrent
241150,494,64,10,276,3,0.5333333333333333,1,0.5587044534412956,18,1,0.5333333333333333,0.5587044534412956,recurrent
241160,169,23,7,127,1,0.19166666666666668,0.7,0.7514792899408284,12,0.7,0.19166666666666668,0.7514792899408284,sporadic
241170,151,20,6,133,1,0.16666666666666666,0.6,0.8807947019867549,9,0.6,0.16666666666666666,0.8807947019867549,sporadic
241180,28,18,7,11,3,0.15,0.7,0.39285714285714285,12,0.7,0.15,0.39285714285714285,recurrent
241190,89,11,5,83,1,0.09166666666666666,0.5,0.9325842696629213,6,0.5,0.09166666666666666,0.9325842696629213,sporadic
241200,858,97,10,225,5,0.8083333333333333,1,0.26223776223776224,17,1,0.8083333333333333,0.26223776223776224,recurrent
241210,91,26,7,45,4,0.21666666666666667,0.7,0.4945054945054945,17,0.7,0.21666666666666667,0.4945054945054945,recurrent
241220,1071,77,10,414,3,0.6416666666666667,1,0.3865546218487395,21,1,0.6416666666666667,0.3865546218487395,recurrent
241230,959,62,10,293,6,0.5166666666666667,1,0.30552659019812306,16,1,0.5166666666666667,0.30552659019812306,recurrent
241240,262,25,7,211,2,0.20833333333333334,0.7,0.8053435114503816,8,0.7,0.20833333333333334,0.8053435114503816,sporadic
241250,764,42,8,397,4,0.35,0.8,0.5196335078534031,12,0.8,0.35,0.5196335078534031,recurrent
241255,139,33,9,69,4,0.275,0.9,0.49640287769784175,14,0.9,0.275,0.49640287769784175,recurrent
241260,1302,66,10,551,4,0.55,1,0.42319508448540705,18,1,0.55,0.42319508448540705,recurrent
241270,50,25,10,22,3,0.20833333333333334,1,0.44,17,1,0.20833333333333334,0.44,recurrent
241280,303,49,9,129,4,0.4083333333333333,0.9,0.42574257425742573,14,0.9,0.4083333333333333,0.42574257425742573,recurrent
241290,340,57,10,195,3,0.475,1,0.5735294117647058,20,1,0.475,0.5735294117647058,recurrent
241300,373,46,9,143,5,0.38333333333333336,0.9,0.38337801608579086,17,0.9,0.38333333333333336,0.38337801608579086,recurrent
241310,229,32,9,120,2,0.26666666666666666,0.9,0.5240174672489083,15,0.9,0.26666666666666666,0.5240174672489083,recurrent
241320,47,13,5,28,3,0.10833333333333334,0.5,0.5957446808510638,6,0.5,0.10833333333333334,0.5957446808510638,recurrent
241330,29,18,9,12,2,0.15,0.9,0.41379310344827586,12,0.9,0.15,0.41379310344827586,recurrent
241335,290,30,9,244,1,0.25,0.9,0.8413793103448276,15,0.9,0.25,0.8413793103448276,sporadic
241340,63,22,7,41,2,0.18333333333333332,0.7,0.6507936507936508,10,0.7,0.18333333333333332,0.6507936507936508,intermediate
241350,228,33,8,107,2,0.275,0.8,0.4692982456140351,10,0.8,0.275,0.4692982456140351,recurrent
241355,82,25,6,38,4,0.20833333333333334,0.6,0.4634146341463415,12,0.6,0.20833333333333334,0.4634146341463415,recurrent
241360,89,15,4,73,1,0.125,0.4,0.8202247191011236,5,0.4,0.125,0.8202247191011236,sporadic
241370,570,54,10,347,2,0.45,1,0.6087719298245614,18,1,0.45,0.6087719298245614,intermediate
241380,13,7,4,7,2,0.058333333333333334,0.4,0.5384615384615384,5,0.4,0.058333333333333334,0.5384615384615384,recurrent
241390,536,52,10,206,4,0.43333333333333335,1,0.3843283582089552,16,1,0.43333333333333335,0.3843283582089552,recurrent
241400,201,46,10,61,6,0.38333333333333336,1,0.3034825870646766,22,1,0.38333333333333336,0.3034825870646766,recurrent
241410,137,15,7,126,1,0.125,0.7,0.9197080291970803,9,0.7,0.125,0.9197080291970803,sporadic
241415,61,27,8,33,3,0.225,0.8,0.5409836065573771,12,0.8,0.225,0.5409836065573771,recurrent
241420,188,44,9,116,2,0.36666666666666664,0.9,0.6170212765957447,22,0.9,0.36666666666666664,0.6170212765957447,intermediate
241430,90,29,9,37,4,0.24166666666666667,0.9,0.4111111111111111,17,0.9,0.24166666666666667,0.4111111111111111,recurrent
241440,872,59,10,613,2,0.49166666666666664,1,0.7029816513761468,20,1,0.49166666666666664,0.7029816513761468,intermediate
241445,199,14,6,110,2,0.11666666666666667,0.6,0.5527638190954773,7,0.6,0.11666666666666667,0.5527638190954773,recurrent
241450,61,20,8,27,4,0.16666666666666666,0.8,0.4426229508196721,15,0.8,0.16666666666666666,0.4426229508196721,recurrent
241460,407,36,8,211,3,0.3,0.8,0.5184275184275184,14,0.8,0.3,0.5184275184275184,recurrent
241470,196,21,7,104,2,0.175,0.7,0.5306122448979592,8,0.7,0.175,0.5306122448979592,recurrent
241475,103,18,7,39,3,0.15,0.7,0.3786407766990291,7,0.7,0.15,0.3786407766990291,recurrent
241480,374,41,10,273,2,0.3416666666666667,1,0.7299465240641712,17,1,0.3416666666666667,0.7299465240641712,intermediate
241490,188,11,6,169,1,0.09166666666666666,0.6,0.898936170212766,6,0.6,0.09166666666666666,0.898936170212766,sporadic
241500,47,21,7,22,3,0.175,0.7,0.46808510638297873,8,0.7,0.175,0.46808510638297873,recurrent
250010,58,17,7,38,2,0.14166666666666666,0.7,0.6551724137931034,9,0.7,0.14166666666666666,0.6551724137931034,intermediate
250020,41,9,6,31,2,0.075,0.6,0.7560975609756098,7,0.6,0.075,0.7560975609756098,sporadic
250030,1502,66,9,880,4,0.55,0.9,0.5858854860186418,12,0.9,0.55,0.5858854860186418,recurrent
250040,1356,79,9,493,4,0.6583333333333333,0.9,0.3635693215339233,17,0.9,0.6583333333333333,0.3635693215339233,recurrent
250050,303,37,9,139,3,0.30833333333333335,0.9,0.45874587458745875,16,0.9,0.30833333333333335,0.45874587458745875,recurrent
250053,5,4,3,3,1,0.03333333333333333,0.3,0.6,4,0.3,0.03333333333333333,0.6,intermediate
250057,113,29,5,39,4,0.24166666666666667,0.5,0.34513274336283184,8,0.5,0.24166666666666667,0.34513274336283184,recurrent
250060,683,47,10,508,2,0.39166666666666666,1,0.7437774524158126,20,1,0.39166666666666666,0.7437774524158126,intermediate
250070,151,20,6,121,1,0.16666666666666666,0.6,0.8013245033112583,10,0.6,0.16666666666666666,0.8013245033112583,sporadic
250073,32,9,4,23,3,0.075,0.4,0.71875,6,0.4,0.075,0.71875,intermediate
250077,102,15,5,92,1,0.125,0.5,0.9019607843137255,9,0.5,0.125,0.9019607843137255,sporadic
250080,519,32,9,236,3,0.26666666666666666,0.9,0.45472061657032753,14,0.9,0.26666666666666666,0.45472061657032753,recurrent
250090,87,20,9,60,2,0.16666666666666666,0.9,0.6896551724137931,8,0.9,0.16666666666666666,0.6896551724137931,intermediate
250100,324,44,9,210,3,0.36666666666666664,0.9,0.6481481481481481,17,0.9,0.36666666666666664,0.6481481481481481,recurrent
250110,619,51,9,386,3,0.425,0.9,0.6235864297253635,16,0.9,0.425,0.6235864297253635,recurrent
250115,60,10,6,48,1,0.08333333333333333,0.6,0.8,6,0.6,0.08333333333333333,0.8,sporadic
250120,16,13,7,5,2,0.10833333333333334,0.7,0.3125,10,0.7,0.10833333333333334,0.3125,recurrent
250130,110,34,8,42,5,0.2833333333333333,0.8,0.38181818181818183,12,0.8,0.2833333333333333,0.38181818181818183,recurrent
250135,139,17,5,112,1,0.14166666666666666,0.5,0.8057553956834532,7,0.5,0.14166666666666666,0.8057553956834532,sporadic
250140,51,16,7,27,3,0.13333333333333333,0.7,0.5294117647058824,10,0.7,0.13333333333333333,0.5294117647058824,recurrent
250150,275,39,9,124,3,0.325,0.9,0.4509090909090909,14,0.9,0.325,0.4509090909090909,recurrent
250153,154,45,10,63,4,0.375,1,0.4090909090909091,17,1,0.375,0.4090909090909091,recurrent
250157,280,40,8,169,2,0.3333333333333333,0.8,0.6035714285714285,17,0.8,0.3333333333333333,0.6035714285714285,intermediate
250160,400,31,8,326,2,0.25833333333333336,0.8,0.815,17,0.8,0.25833333333333336,0.815,sporadic
250170,262,40,8,140,4,0.3333333333333333,0.8,0.5343511450381679,13,0.8,0.3333333333333333,0.5343511450381679,recurrent
250180,488,84,10,152,5,0.7,1,0.3114754098360656,16,1,0.7,0.3114754098360656,recurrent
250190,714,33,9,438,3,0.275,0.9,0.6134453781512605,14,0.9,0.275,0.6134453781512605,recurrent
250200,59,15,6,50,1,0.125,0.6,0.847457627118644,7,0.6,0.125,0.847457627118644,sporadic
250205,34,9,5,26,2,0.075,0.5,0.7647058823529411,7,0.5,0.075,0.7647058823529411,sporadic
