muni6,total_cases,active_months,active_years,peak_year_cases,outbreak_years,active_month_frac,active_year_frac,peak_year_share,episodes,recurrence_index,persistence_index,concentration_index,pattern_class
411090,9,6,3,7,1,0.05,0.3,0.7777777777777778,4,0.3,0.05,0.7777777777777778,sporadic
411095,57,17,7,39,2,0.14166666666666666,0.7,0.6842105263157895,9,0.7,0.14166666666666666,0.6842105263157895,intermediate
411100,39,6,4,36,1,0.05,0.4,0.9230769230769231,4,0.4,0.05,0.9230769230769231,sporadic
411110,8,7,7,2,0,0.058333333333333334,0.7,0.25,7,0.7,0.058333333333333334,0.25,recurrent
411120,4,3,2,3,1,0.025,0.2,0.75,3,0.2,0.025,0.75,sporadic
411125,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
411130,5,4,3,3,1,0.03333333333333333,0.3,0.6,4,0.3,0.03333333333333333,0.6,intermediate
411140,8,4,2,6,1,0.03333333333333333,0.2,0.75,3,0.2,0.03333333333333333,0.75,sporadic
411150,17,11,7,10,1,0.09166666666666666,0.7,0.5882352941176471,7,0.7,0.09166666666666666,0.5882352941176471,recurrent
411155,5,5,5,1,0,0.041666666666666664,0.5,0.2,5,0.5,0.041666666666666664,0.2,recurrent
411160,3,2,2,2,0,0.016666666666666666,0.2,0.6666666666666666,2,0.2,0.016666666666666666,0.6666666666666666,sporadic
411180,83,14,6,64,1,0.11666666666666667,0.6,0.7710843373493976,8,0.6,0.11666666666666667,0.7710843373493976,sporadic
411190,15,12,6,8,2,0.1,0.6,0.5333333333333333,9,0.6,0.1,0.5333333333333333,recurrent
411200,5,5,3,2,0,0.041666666666666664,0.3,0.4,4,0.3,0.041666666666666664,0.4,intermediate
411210,18,10,6,11,1,0.08333333333333333,0.6,0.6111111111111112,7,0.6,0.08333333333333333,0.6111111111111112,intermediate
411220,7,6,5,3,1,0.05,0.5,0.42857142857142855,5,0.5,0.05,0.42857142857142855,recurrent
411230,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411240,33,9,2,29,1,0.075,0.2,0.8787878787878788,3,0.2,0.075,0.8787878787878788,sporadic
411250,21,9,4,10,2,0.075,0.4,0.47619047619047616,5,0.4,0.075,0.47619047619047616,recurrent
411270,11,9,5,4,2,0.075,0.5,0.36363636363636365,6,0.5,0.075,0.36363636363636365,recurrent
411275,10,9,6,4,1,0.075,0.6,0.4,8,0.6,0.075,0.4,recurrent
411280,4,4,2,3,1,0.03333333333333333,0.2,0.75,2,0.2,0.03333333333333333,0.75,sporadic
411295,6,6,4,2,0,0.05,0.4,0.3333333333333333,6,0.4,0.05,0.3333333333333333,recurrent
411300,41,4,1,41,1,0.03333333333333333,0.1,1,1,0.1,0.03333333333333333,1,sporadic
411310,9,3,1,9,1,0.025,0.1,1,2,0.1,0.025,1,sporadic
411325,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411330,5,5,4,2,0,0.041666666666666664,0.4,0.4,5,0.4,0.041666666666666664,0.4,recurrent
411340,47,9,3,43,1,0.075,0.3,0.9148936170212766,4,0.3,0.075,0.9148936170212766,sporadic
411342,4,3,2,3,1,0.025,0.2,0.75,3,0.2,0.025,0.75,sporadic
411345,4,4,3,2,0,0.03333333333333333,0.3,0.5,4,0.3,0.03333333333333333,0.5,intermediate
411350,20,12,5,8,3,0.1,0.5,0.4,10,0.5,0.1,0.4,recurrent
411360,6,4,4,3,1,0.03333333333333333,0.4,0.5,4,0.4,0.03333333333333333,0.5,recurrent
411370,396,99,10,66,10,0.825,1,0.16666666666666666,12,1,0.825,0.16666666666666666,recurrent
411373,4,4,3,2,0,0.03333333333333333,0.3,0.5,3,0.3,0.03333333333333333,0.5,intermediate
411375,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
411380,25,6,3,22,1,0.05,0.3,0.88,4,0.3,0.05,0.88,sporadic
411400,4,3,3,2,0,0.025,0.3,0.5,3,0.3,0.025,0.5,intermediate
411410,37,20,7,14,4,0.16666666666666666,0.7,0.3783783783783784,12,0.7,0.16666666666666666,0.3783783783783784,recurrent
411420,41,27,9,13,5,0.225,0.9,0.3170731707317073,16,0.9,0.225,0.3170731707317073,recurrent
411435,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
411440,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411450,5,3,3,3,1,0.025,0.3,0.6,3,0.3,0.025,0.6,intermediate
411460,73,26,9,42,2,0.21666666666666667,0.9,0.5753424657534246,13,0.9,0.21666666666666667,0.5753424657534246,recurrent
411470,11,11,5,7,1,0.09166666666666666,0.5,0.6363636363636364,7,0.5,0.09166666666666666,0.6363636363636364,intermediate
411480,29,21,9,13,3,0.175,0.9,0.4482758620689655,14,0.9,0.175,0.4482758620689655,recurrent
411490,51,9,3,48,1,0.075,0.3,0.9411764705882353,4,0.3,0.075,0.9411764705882353,sporadic
411500,134,38,9,54,4,0.31666666666666665,0.9,0.40298507462686567,15,0.9,0.31666666666666665,0.40298507462686567,recurrent
411510,8,8,6,2,0,0.06666666666666667,0.6,0.25,8,0.6,0.06666666666666667,0.25,recurrent
411520,394,93,10,152,4,0.775,1,0.38578680203045684,18,1,0.775,0.38578680203045684,recurrent
411535,39,14,6,30,1,0.11666666666666667,0.6,0.7692307692307693,7,0.6,0.11666666666666667,0.7692307692307693,sporadic
411540,11,7,4,8,1,0.058333333333333334,0.4,0.7272727272727273,7,0.4,0.058333333333333334,0.7272727272727273,intermediate
411560,111,26,6,72,2,0.21666666666666667,0.6,0.6486486486486487,10,0.6,0.21666666666666667,0.6486486486486487,intermediate
411570,16,14,6,4,3,0.11666666666666667,0.6,0.25,11,0.6,0.11666666666666667,0.25,recurrent
411573,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411575,6,5,3,4,1,0.041666666666666664,0.3,0.6666666666666666,3,0.3,0.041666666666666664,0.6666666666666666,intermediate
411580,125,36,8,70,3,0.3,0.8,0.56,17,0.8,0.3,0.56,recurrent
411585,8,8,3,4,2,0.06666666666666667,0.3,0.5,5,0.3,0.06666666666666667,0.5,intermediate
411590,4,3,3,2,0,0.025,0.3,0.5,3,0.3,0.025,0.5,intermediate
411600,5,4,3,2,0,0.03333333333333333,0.3,0.4,4,0.3,0.03333333333333333,0.4,intermediate
411605,37,23,7,17,2,0.19166666666666668,0.7,0.4594594594594595,13,0.7,0.19166666666666668,0.4594594594594595,recurrent
411610,9,9,5,4,1,0.075,0.5,0.4444444444444444,8,0.5,0.075,0.4444444444444444,recurrent
411620,4,4,4,1,0,0.03333333333333333,0.4,0.25,4,0.4,0.03333333333333333,0.25,recurrent
411630,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
411640,15,10,6,8,1,0.08333333333333333,0.6,0.5333333333333333,8,0.6,0.08333333333333333,0.5333333333333333,recurrent
411660,3,2,2,2,0,0.016666666666666666,0.2,0.6666666666666666,2,0.2,0.016666666666666666,0.6666666666666666,sporadic
411670,3,3,3,1,0,0.025,0.3,0.3333333333333333,3,0.3,0.025,0.3333333333333333,intermediate
411680,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411690,32,17,7,14,4,0.14166666666666666,0.7,0.4375,12,0.7,0.14166666666666666,0.4375,recurrent
411700,12,5,2,7,2,0.041666666666666664,0.2,0.5833333333333334,2,0.2,0.041666666666666664,0.5833333333333334,sporadic
411705,3,2,2,2,0,0.016666666666666666,0.2,0.6666666666666666,2,0.2,0.016666666666666666,0.6666666666666666,sporadic
411710,22,8,5,13,2,0.06666666666666667,0.5,0.5909090909090909,6,0.5,0.06666666666666667,0.5909090909090909,recurrent
411720,7,6,5,3,1,0.05,0.5,0.42857142857142855,5,0.5,0.05,0.42857142857142855,recurrent
411721,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
411722,7,6,3,4,1,0.05,0.3,0.5714285714285714,5,0.3,0.05,0.5714285714285714,intermediate
411725,7,6,6,2,0,0.05,0.6,0.2857142857142857,6,0.6,0.05,0.2857142857142857,recurrent
411727,3,2,1,3,1,0.016666666666666666,0.1,1,1,0.1,0.016666666666666666,1,sporadic
411729,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411730,8,7,4,3,2,0.058333333333333334,0.4,0.375,5,0.4,0.058333333333333334,0.375,recurrent
411740,8,6,5,3,1,0.05,0.5,0.375,6,0.5,0.05,0.375,recurrent
411745,6,6,6,1,0,0.05,0.6,0.16666666666666666,6,0.6,0.05,0.16666666666666666,recurrent
411750,43,28,9,15,7,0.23333333333333334,0.9,0.3488372093023256,18,0.9,0.23333333333333334,0.3488372093023256,recurrent
411760,4,4,2,3,1,0.03333333333333333,0.2,0.75,3,0.2,0.03333333333333333,0.75,sporadic
411770,14,10,5,7,2,0.08333333333333333,0.5,0.5,6,0.5,0.08333333333333333,0.5,recurrent
411780,13,8,3,8,2,0.06666666666666667,0.3,0.6153846153846154,4,0.3,0.06666666666666667,0.6153846153846154,intermediate
411790,89,25,7,57,2,0.20833333333333334,0.7,0.6404494382022472,11,0.7,0.20833333333333334,0.6404494382022472,intermediate
411800,10,6,4,6,1,0.05,0.4,0.6,5,0.4,0.05,0.6,intermediate
411810,6,5,5,2,0,0.041666666666666664,0.5,0.3333333333333333,5,0.5,0.041666666666666664,0.3333333333333333,recurrent
411820,307,58,10,122,3,0.48333333333333334,1,0.3973941368078176,17,1,0.48333333333333334,0.3973941368078176,recurrent
411840,81,41,10,19,6,0.3416666666666667,1,0.2345679012345679,19,1,0.3416666666666667,0.2345679012345679,recurrent
411845,34,18,6,15,4,0.15,0.6,0.4411764705882353,10,0.6,0.15,0.4411764705882353,recurrent
411850,128,24,8,100,1,0.2,0.8,0.78125,13,0.8,0.2,0.78125,sporadic
411885,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
411890,4,4,3,2,0,0.03333333333333333,0.3,0.5,4,0.3,0.03333333333333333,0.5,intermediate
411900,6,5,4,3,1,0.041666666666666664,0.4,0.5,5,0.4,0.041666666666666664,0.5,recurrent
411910,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
411915,56,28,9,26,4,0.23333333333333334,0.9,0.4642857142857143,14,0.9,0.23333333333333334,0.4642857142857143,recurrent
411920,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
411925,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411930,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
411940,2,2,1,2,0,0.016666666666666666,0.1,1,1,0.1,0.016666666666666666,1,sporadic
411950,18,14,6,7,3,0.11666666666666667,0.6,0.3888888888888889,9,0.6,0.11666666666666667,0.3888888888888889,recurrent
411960,23,12,6,11,3,0.1,0.6,0.4782608695652174,9,0.6,0.1,0.4782608695652174,recurrent
411965,5,3,3,3,1,0.025,0.3,0.6,3,0.3,0.025,0.6,intermediate
411970,5,4,3,3,1,0.03333333333333333,0.3,0.6,4,0.3,0.03333333333333333,0.6,intermediate
411980,12,6,3,5,2,0.05,0.3,0.4166666666666667,4,0.3,0.05,0.4166666666666667,intermediate
411990,59,35,8,18,7,0.2916666666666667,0.8,0.3050847457627119,16,0.8,0.2916666666666667,0.3050847457627119,recurrent
411995,31,13,6,9,5,0.10833333333333334,0.6,0.2903225806451613,8,0.6,0.10833333333333334,0.2903225806451613,recurrent
412000,8,5,3,4,2,0.041666666666666664,0.3,0.5,4,0.3,0.041666666666666664,0.5,intermediate
412010,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412020,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412033,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
412035,3,2,1,3,1,0.016666666666666666,0.1,1,2,0.1,0.016666666666666666,1,sporadic
412040,7,7,5,2,0,0.058333333333333334,0.5,0.2857142857142857,6,0.5,0.058333333333333334,0.2857142857142857,recurrent
412050,11,9,6,3,2,0.075,0.6,0.2727272727272727,8,0.6,0.075,0.2727272727272727,recurrent
412060,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412070,13,12,6,5,2,0.1,0.6,0.38461538461538464,9,0.6,0.1,0.38461538461538464,recurrent
412080,18,8,5,13,1,0.06666666666666667,0.5,0.7222222222222222,6,0.5,0.06666666666666667,0.7222222222222222,intermediate
412085,15,6,4,7,2,0.05,0.4,0.4666666666666667,5,0.4,0.05,0.4666666666666667,recurrent
412090,21,15,4,12,2,0.125,0.4,0.5714285714285714,7,0.4,0.125,0.5714285714285714,recurrent
412100,5,5,4,2,0,0.041666666666666664,0.4,0.4,5,0.4,0.041666666666666664,0.4,recurrent
412110,4,4,3,2,0,0.03333333333333333,0.3,0.5,3,0.3,0.03333333333333333,0.5,intermediate
412120,4,4,2,2,0,0.03333333333333333,0.2,0.5,4,0.2,0.03333333333333333,0.5,sporadic
412125,2,2,1,2,0,0.016666666666666666,0.1,1,1,0.1,0.016666666666666666,1,sporadic
412130,3,3,2,2,0,0.025,0.2,0.6666666666666666,2,0.2,0.025,0.6666666666666666,sporadic
412135,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
412140,19,12,6,5,3,0.1,0.6,0.2631578947368421,8,0.6,0.1,0.2631578947368421,recurrent
412150,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
412160,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412170,12,10,7,3,1,0.08333333333333333,0.7,0.25,7,0.7,0.08333333333333333,0.25,recurrent
412180,6,6,5,2,0,0.05,0.5,0.3333333333333333,6,0.5,0.05,0.3333333333333333,recurrent
412190,14,8,4,10,1,0.06666666666666667,0.4,0.7142857142857143,6,0.4,0.06666666666666667,0.7142857142857143,intermediate
412210,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412215,8,6,2,4,2,0.05,0.2,0.5,5,0.2,0.05,0.5,sporadic
412217,4,2,2,3,1,0.016666666666666666,0.2,0.75,2,0.2,0.016666666666666666,0.75,sporadic
412220,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
412230,10,10,6,3,1,0.08333333333333333,0.6,0.3,8,0.6,0.08333333333333333,0.3,recurrent
412240,56,26,8,22,4,0.21666666666666667,0.8,0.39285714285714285,14,0.8,0.21666666666666667,0.39285714285714285,recurrent
412250,5,4,4,2,0,0.03333333333333333,0.4,0.4,4,0.4,0.03333333333333333,0.4,recurrent
412260,64,11,6,49,1,0.09166666666666666,0.6,0.765625,7,0.6,0.09166666666666666,0.765625,sporadic
412265,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
412270,8,7,3,4,1,0.058333333333333334,0.3,0.5,6,0.3,0.058333333333333334,0.5,intermediate
412280,2,1,1,2,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412300,6,6,6,1,0,0.05,0.6,0.16666666666666666,6,0.6,0.05,0.16666666666666666,recurrent
412310,4,2,2,3,1,0.016666666666666666,0.2,0.75,2,0.2,0.016666666666666666,0.75,sporadic
412320,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
412330,7,7,4,3,1,0.058333333333333334,0.4,0.42857142857142855,5,0.4,0.058333333333333334,0.42857142857142855,recurrent
412340,7,6,4,3,1,0.05,0.4,0.42857142857142855,5,0.4,0.05,0.42857142857142855,recurrent
412350,66,13,5,52,2,0.10833333333333334,0.5,0.7878787878787878,6,0.5,0.10833333333333334,0.7878787878787878,sporadic
412360,5,2,2,4,1,0.016666666666666666,0.2,0.8,2,0.2,0.016666666666666666,0.8,sporadic
412370,15,7,5,9,1,0.058333333333333334,0.5,0.6,5,0.5,0.058333333333333334,0.6,intermediate
412380,31,11,4,20,3,0.09166666666666666,0.4,0.6451612903225806,6,0.4,0.09166666666666666,0.6451612903225806,intermediate
412382,4,4,3,2,0,0.03333333333333333,0.3,0.5,3,0.3,0.03333333333333333,0.5,intermediate
412385,2,1,1,2,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412390,19,10,4,9,3,0.08333333333333333,0.4,0.47368421052631576,5,0.4,0.08333333333333333,0.47368421052631576,recurrent
412402,46,21,9,21,2,0.175,0.9,0.45652173913043476,13,0.9,0.175,0.45652173913043476,recurrent
412405,189,36,8,149,1,0.3,0.8,0.7883597883597884,15,0.8,0.3,0.7883597883597884,sporadic
412410,69,17,8,45,2,0.14166666666666666,0.8,0.6521739130434783,9,0.8,0.14166666666666666,0.6521739130434783,intermediate
412420,5,5,4,2,0,0.041666666666666664,0.4,0.4,5,0.4,0.041666666666666664,0.4,recurrent
412430,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412440,14,5,3,9,2,0.041666666666666664,0.3,0.6428571428571429,4,0.3,0.041666666666666664,0.6428571428571429,intermediate
412460,6,4,3,4,1,0.03333333333333333,0.3,0.6666666666666666,4,0.3,0.03333333333333333,0.6666666666666666,intermediate
412480,11,9,6,3,2,0.075,0.6,0.2727272727272727,8,0.6,0.075,0.2727272727272727,recurrent
412490,3,3,3,1,0,0.025,0.3,0.3333333333333333,3,0.3,0.025,0.3333333333333333,intermediate
412500,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412510,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412520,7,6,3,5,1,0.05,0.3,0.7142857142857143,4,0.3,0.05,0.7142857142857143,intermediate
412530,6,6,5,2,0,0.05,0.5,0.3333333333333333,6,0.5,0.05,0.3333333333333333,recurrent
412535,3,3,3,1,0,0.025,0.3,0.3333333333333333,3,0.3,0.025,0.3333333333333333,intermediate
412540,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
412545,6,5,3,4,1,0.041666666666666664,0.3,0.6666666666666666,3,0.3,0.041666666666666664,0.6666666666666666,intermediate
412550,185,65,10,65,7,0.5416666666666666,1,0.35135135135135137,22,1,0.5416666666666666,0.35135135135135137,recurrent
412555,8,6,3,5,1,0.05,0.3,0.625,4,0.3,0.05,0.625,intermediate
412560,13,12,5,4,3,0.1,0.5,0.3076923076923077,11,0.5,0.1,0.3076923076923077,recurrent
412570,275,37,9,234,1,0.30833333333333335,0.9,0.850909090909091,14,0.9,0.30833333333333335,0.850909090909091,sporadic
412575,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
412580,2,2,1,2,0,0.016666666666666666,0.1,1,2,0.1,0.016666666666666666,1,sporadic
412590,5,3,2,4,1,0.025,0.2,0.8,2,0.2,0.025,0.8,sporadic
412600,16,7,5,12,1,0.058333333333333334,0.5,0.75,4,0.5,0.058333333333333334,0.75,sporadic
412610,4,3,2,3,1,0.025,0.2,0.75,2,0.2,0.025,0.75,sporadic
412625,57,31,9,14,8,0.25833333333333336,0.9,0.24561403508771928,18,0.9,0.25833333333333336,0.24561403508771928,recurrent
412630,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
412635,8,5,2,6,1,0.041666666666666664,0.2,0.75,3,0.2,0.041666666666666664,0.75,sporadic
412640,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412650,12,8,5,6,2,0.06666666666666667,0.5,0.5,6,0.5,0.06666666666666667,0.5,recurrent
412660,116,35,8,45,5,0.2916666666666667,0.8,0.3879310344827586,13,0.8,0.2916666666666667,0.3879310344827586,recurrent
412665,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412667,30,10,4,17,2,0.08333333333333333,0.4,0.5666666666666667,6,0.4,0.08333333333333333,0.5666666666666667,recurrent
412670,5,4,3,3,1,0.03333333333333333,0.3,0.6,4,0.3,0.03333333333333333,0.6,intermediate
412680,23,11,7,13,2,0.09166666666666666,0.7,0.5652173913043478,8,0.7,0.09166666666666666,0.5652173913043478,recurrent
412700,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412710,108,31,9,52,3,0.25833333333333336,0.9,0.48148148148148145,17,0.9,0.25833333333333336,0.48148148148148145,recurrent
412720,4,3,2,2,0,0.025,0.2,0.5,2,0.2,0.025,0.5,sporadic
412730,8,8,5,4,1,0.06666666666666667,0.5,0.5,6,0.5,0.06666666666666667,0.5,recurrent
412740,18,7,4,12,2,0.058333333333333334,0.4,0.6666666666666666,5,0.4,0.058333333333333334,0.6666666666666666,intermediate
412750,22,14,6,7,5,0.11666666666666667,0.6,0.3181818181818182,12,0.6,0.11666666666666667,0.3181818181818182,recurrent
412760,4,4,4,1,0,0.03333333333333333,0.4,0.25,4,0.4,0.03333333333333333,0.25,recurrent
412770,47,30,9,14,7,0.25,0.9,0.2978723404255319,17,0.9,0.25,0.2978723404255319,recurrent
412780,11,9,5,5,1,0.075,0.5,0.45454545454545453,8,0.5,0.075,0.45454545454545453,recurrent
412785,13,9,6,7,1,0.075,0.6,0.5384615384615384,7,0.6,0.075,0.5384615384615384,recurrent
412790,6,6,5,2,0,0.05,0.5,0.3333333333333333,5,0.5,0.05,0.3333333333333333,recurrent
412795,6,6,2,4,1,0.05,0.2,0.6666666666666666,3,0.2,0.05,0.6666666666666666,sporadic
412796,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412800,19,13,8,7,2,0.10833333333333334,0.8,0.3684210526315789,9,0.8,0.10833333333333334,0.3684210526315789,recurrent
412810,114,33,9,69,2,0.275,0.9,0.6052631578947368,17,0.9,0.275,0.6052631578947368,intermediate
412820,36,26,9,10,5,0.21666666666666667,0.9,0.2777777777777778,16,0.9,0.21666666666666667,0.2777777777777778,recurrent
412830,4,4,4,1,0,0.03333333333333333,0.4,0.25,4,0.4,0.03333333333333333,0.25,recurrent
412840,14,6,4,11,1,0.05,0.4,0.7857142857142857,4,0.4,0.05,0.7857142857142857,sporadic
412850,13,11,5,5,2,0.09166666666666666,0.5,0.38461538461538464,7,0.5,0.09166666666666666,0.38461538461538464,recurrent
412853,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
412855,18,9,5,8,2,0.075,0.5,0.4444444444444444,7,0.5,0.075,0.4444444444444444,recurrent
412860,7,6,5,2,0,0.05,0.5,0.2857142857142857,5,0.5,0.05,0.2857142857142857,recurrent
412870,3,3,1,3,1,0.025,0.1,1,3,0.1,0.025,1,sporadic
412880,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420010,10,9,5,4,1,0.075,0.5,0.4,8,0.5,0.075,0.4,recurrent
420020,5,5,4,2,0,0.041666666666666664,0.4,0.4,5,0.4,0.041666666666666664,0.4,recurrent
420030,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420040,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420050,3,2,1,3,1,0.016666666666666666,0.1,1,2,0.1,0.016666666666666666,1,sporadic
420055,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420060,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420070,3,3,3,1,0,0.025,0.3,0.3333333333333333,3,0.3,0.025,0.3333333333333333,intermediate
420075,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420080,11,7,5,5,1,0.058333333333333334,0.5,0.45454545454545453,5,0.5,0.058333333333333334,0.45454545454545453,recurrent
420100,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420110,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420120,12,11,6,5,2,0.09166666666666666,0.6,0.4166666666666667,9,0.6,0.09166666666666666,0.4166666666666667,recurrent
420125,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420127,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420130,7,5,3,4,1,0.041666666666666664,0.3,0.5714285714285714,5,0.3,0.041666666666666664,0.5714285714285714,intermediate
420140,12,8,5,8,1,0.06666666666666667,0.5,0.6666666666666666,6,0.5,0.06666666666666667,0.6666666666666666,intermediate
420150,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420160,3,3,2,2,0,0.025,0.2,0.6666666666666666,3,0.2,0.025,0.6666666666666666,sporadic
420165,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420190,4,3,3,2,0,0.025,0.3,0.5,3,0.3,0.025,0.5,intermediate
420195,2,2,2,1,0,0.016666666666666666,0.2,0.5,2,0.2,0.016666666666666666,0.5,sporadic
420200,814,99,10,225,6,0.825,1,0.2764127764127764,11,1,0.825,0.2764127764127764,recurrent
420205,10,8,5,3,2,0.06666666666666667,0.5,0.3,7,0.5,0.06666666666666667,0.3,recurrent
420207,2,2,1,2,0,0.016666666666666666,0.1,1,2,0.1,0.016666666666666666,1,sporadic
420209,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420210,11,7,3,5,2,0.058333333333333334,0.3,0.45454545454545453,4,0.3,0.058333333333333334,0.45454545454545453,intermediate
420220,7,5,4,3,1,0.041666666666666664,0.4,0.42857142857142855,4,0.4,0.041666666666666664,0.42857142857142855,recurrent
420230,67,35,8,31,5,0.2916666666666667,0.8,0.4626865671641791,16,0.8,0.2916666666666667,0.4626865671641791,recurrent
420240,148,61,10,45,6,0.5083333333333333,1,0.30405405405405406,22,1,0.5083333333333333,0.30405405405405406,recurrent
420245,30,18,10,11,2,0.15,1,0.36666666666666664,15,1,0.15,0.36666666666666664,recurrent
420253,3,3,3,1,0,0.025,0.3,0.3333333333333333,3,0.3,0.025,0.3333333333333333,intermediate
420260,1,1,1,1,0,0.008333333333333333,0.1,1,1,0.1,0.008333333333333333,1,sporadic
420270,9,9,5,3,2,0.075,0.5,0.3333333333333333,7,0.5,0.075,0.3333333333333333,recurrent
420280,17,14,6,6,3,0.11666666666666667,0.6,0.35294117647058826,10,0.6,0.11666666666666667,0.35294117647058826,recurrent
420285,4,4,2,3,1,0.03333333333333333,0.2,0.75,4,0.2,0.03333333333333333,0.75,sporadic
420290,118,56,10,32,9,0.4666666666666667,1,0.2711864406779661,23,1,0.4666666666666667,0.2711864406779661,recurrent
420300,12,11,7,4,1,0.09166666666666666,0.7,0.3333333333333333,9,0.7,0.09166666666666666,0.3333333333333333,recurrent
420310,25,15,8,7,4,0.125,0.8,0.28,9,0.8,0.125,0.28,recurrent
420320,178,63,9,48,6,0.525,0.9,0.2696629213483146,21,0.9,0.525,0.2696629213483146,recurrent
