state,week_start,reported_cases,population,incidence_raw,incidence_smooth
AC,2024-05-26,7,880631,0.7948845770816608,0.567774697915472
AC,2024-06-02,5,880631,0.567774697915472,0.7191812840262646
AC,2024-06-09,7,880631,0.7948845770816608,0.6434779909708682
AC,2024-06-16,5,880631,0.567774697915472,0.6434779909708682
AC,2024-06-23,5,880631,0.567774697915472,0.4542197583323776
AC,2024-06-30,2,880631,0.22710987916618877,0.4163681118046794
AC,2024-07-07,4,880631,0.45421975833237754,0.567774697915472
AC,2024-07-14,9,880631,1.0219944562478496,0.567774697915472
AC,2024-07-21,2,880631,0.22710987916618877,0.5299230513877738
AC,2024-07-28,3,880631,0.34066481874928317,0.4542197583323776
AC,2024-08-04,7,880631,0.7948845770816608,0.37851646527698135
AC,2024-08-11,0,880631,0,0.30281317222158505
AC,2024-08-18,1,880631,0.11355493958309439,0.03785164652769813
AC,2024-08-25,0,880631,0,0.07570329305539626
AC,2024-09-01,1,880631,0.11355493958309439,0.03785164652769813
