draw,scenario,coverage,VE_infection,vaccination_start,vaccination_end,target_age,cumulative_eligible,cumulative_doses,cumulative_effectively_protected,infections_no_vaccine,infections_vaccine,infections_averted,reported_cases_no_vaccine,reported_cases_vaccine,reported_cases_averted,NNV_infection,NNV_reported_case,infections_direct_only_arm,direct_only_effect,indirect_effect,NNV_total_infection,NNV_direct_only_infection,NNV_indirect_infection
1206,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248327,913032.0590248327,791026.3165899632,2405514.563768484,1864560.1640693685,540954.3996991157,120275.72818842421,93228.00820346843,27047.719984955784,1.687817049889363,33.756340997787255,2324811.58089098,80702.98287750408,460251.4168216116,1.687817049889363,11.313485901886533,1.9837680573153216
1207,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,793510.0485295113,2356877.2787021114,1797930.3077155594,558946.9709865521,117843.86393510558,89896.51538577798,27947.348549327606,1.6334860128382387,32.66972025676477,2278514.309644822,78362.96905728942,480584.00192926265,1.6334860128382387,11.651320387788475,1.8998386449809936
1217,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,783435.7554392338,2503551.6307156226,1970197.1313840533,533354.4993315693,125177.58153578114,98509.85656920268,26667.724966578466,1.7118671730886266,34.237343461772525,2420039.978290756,83511.6524248668,449842.8469067025,1.7118671730886266,10.932989978210092,2.02966895061954
1219,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,776113.7669883844,2644348.2372302567,2170536.977868519,473811.2593617379,132217.41186151284,108526.84889342595,23690.562968086895,1.9269952770956975,38.539905541913946,2554657.60436646,89690.63286379678,384120.6264979411,1.9269952770956975,10.179792804130996,2.3769409816625076
1229,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,798847.8218148003,2246316.718708191,1674254.4484339731,572062.2702742179,112315.83593540956,83712.72242169867,28603.113513710898,1.5960361423366936,31.92072284673387,2172187.7868271945,74128.93188099656,497933.3383932214,1.5960361423366936,12.316811207944783,1.8336431578795112
1247,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248342,913032.0590248342,785992.4429000657,2454085.692144738,1907476.3214207334,546609.3707240047,122704.28460723691,95373.81607103668,27330.468536200235,1.6703556651718006,33.40711330343601,2372779.5517640486,81306.14038068941,465303.2303433153,1.6703556651718006,11.229558490291879,1.9622302178112336
1249,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,790610.8360187117,2400239.7839520695,1849455.0759507504,550784.7080013191,120011.98919760349,92472.75379753753,27539.235400065954,1.6576931889377127,33.15386377875425,2319992.0702640153,80247.71368805412,470536.99431326496,1.6576931889377127,11.37767067824575,1.9404044104064064
1264,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,795011.751915474,2325472.3376159454,1761175.8129385277,564296.5246774177,116273.61688079727,88058.79064692638,28214.82623387089,1.6180004999087527,32.36000999817505,2248052.0673755393,77420.27024040604,486876.25443701167,1.6180004999087527,11.793191320434289,1.875285661816877
1268,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,785758.3605057123,2500453.2846457823,1976940.5881926627,523512.6964531196,125022.66423228913,98847.02940963313,26175.634822655982,1.744049504836786,34.880990096735715,2416329.919620484,84123.3650252982,439389.3314278214,1.744049504836786,10.85348950021507,2.077956822615339
1274,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,789023.5634427856,2433800.84681316,1890226.865251015,543573.981562145,121690.04234065801,94511.34326255076,27178.699078107253,1.6796831526058789,33.59366305211758,2352318.2587917065,81482.58802145347,462091.3935406916,1.6796831526058789,11.205241281541554,1.9758689986171156
1306,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,779726.5403312332,2587114.864166501,2090693.8596938553,496421.0044726457,129355.74320832506,104534.69298469277,24821.050223632286,1.8392293049621433,36.784586099242865,2499922.1588894613,87192.70527703967,409228.299195606,1.8392293049621433,10.47142712367775,2.23110684383148
1308,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,766973.4262246962,2745988.7507658005,2268639.169574749,477349.5811910513,137299.43753829002,113431.95847873746,23867.479059552566,1.9127115535467651,38.2542310709353,2654194.9163904143,91793.83437538613,385555.74681566516,1.9127115535467651,9.94655104275344,2.368093502860834
1313,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248326,913032.0590248326,790597.8755798185,2404766.980250989,1855285.1688084342,549481.8114425549,120238.34901254946,92764.25844042172,27474.09057212775,1.6616238063055244,33.232476126110484,2324377.6149147195,80389.3653362696,469092.4461062853,1.6616238063055244,11.357622431842936,1.946379794864488
1325,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248329,913032.0590248329,787803.8136312199,2441315.3734858437,1898165.076432231,543150.2970536125,122065.7686742922,94908.25382161156,27157.51485268063,1.68099338981805,33.61986779636099,2359894.0370103796,81421.33647546405,461728.9605781485,1.68099338981805,11.213670747101665,1.9774199519163593
1328,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,786723.5023956852,2482793.6930908067,1960935.103519083,521858.5895717237,124139.68465454034,98046.75517595415,26092.929478586186,1.749577524007291,34.99155048014582,2398894.844597252,83898.84849355463,437959.7410781691,1.749577524007291,10.882533853786747,2.084739699537523
1338,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,781366.3297021367,2536352.220285467,2005366.0829719251,530986.1373135417,126817.61101427335,100268.30414859626,26549.30686567709,1.7195026289089312,34.39005257817862,2451703.610707197,84648.60957827,446337.5277352717,1.7195026289089312,10.786143606772445,2.04560898936189
1345,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,770421.01576868,2654674.9167336565,2131301.7263756404,523373.1903580162,132733.74583668282,106565.08631878202,26168.65951790081,1.7445143844686992,34.890287689373984,2567322.6285666297,87352.28816702683,436020.90219098935,1.7445143844686992,10.4522969939725,2.0940098386037933
1348,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248331,913032.0590248331,792834.6469553103,2367155.9301052974,1804370.941703605,562784.9884016924,118357.79650526488,90218.54708518025,28139.24942008462,1.6223461496687064,32.44692299337412,2288356.7776326993,78799.15247259801,483985.83592909435,1.6223461496687064,11.586825877884095,1.8864850812671212
1356,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,784428.9122160481,2478980.7666549967,1943366.865492571,535613.9011624258,123949.03833274984,97168.34327462855,26780.695058121288,1.7046459344003382,34.09291868800676,2396484.7541287243,82496.01252627233,453117.8886361534,1.7046459344003382,11.067590190908467,2.0149989261580092
1357,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,793762.6469884259,2370399.524201633,1820990.227617344,549409.296584289,118519.97621008166,91049.5113808672,27470.464829214456,1.6618431189665146,33.23686237933028,2290535.242927388,79864.28127424512,469545.01531004393,1.6618431189665146,11.432295444938426,1.9445037839917267
1360,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,787159.0575487536,2469568.659460254,1942693.874625188,526874.784835066,123478.4329730127,97134.69373125941,26343.739241753297,1.7329203926710042,34.65840785342008,2386793.1383587047,82775.52110154927,444099.2637335167,1.7329203926710042,11.030218195844672,2.055918875768957
1370,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,792506.4358221374,2388018.3171737352,1845742.8343852744,542275.4827884608,119400.91585868677,92287.14171926373,27113.77413942304,1.6837052162673622,33.674104325347244,2307640.2481922647,80378.06898147054,461897.41380699025,1.6837052162673622,11.35921863506467,1.976698790104843
1379,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,777738.2503911763,2599856.152982653,2098266.3288571457,501589.8241255074,129992.80764913266,104913.31644285729,25079.491206275372,1.8202762797603624,36.405525595207244,2512720.122753502,87136.03022915125,414453.79389635613,1.8202762797603624,10.478237953045735,2.2029767189274616
1381,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,792529.9679804023,2380538.0221274467,1831704.8338338016,548833.1882936452,119026.90110637234,91585.24169169008,27441.65941468226,1.6635875499138537,33.27175099827707,2300836.077509334,79701.94461811287,469131.2436755323,1.6635875499138537,11.455580706337502,1.9462188275320222
1394,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,778098.3861584655,2603266.5339332237,2107068.1896855407,496198.34424768295,130163.32669666118,105353.40948427704,24809.91721238415,1.8400546265609539,36.801092531219076,2515794.903487266,87471.63044595765,408726.7138017253,1.8400546265609539,10.438036359559227,2.2338448361556047
1400,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,776142.1889929892,2597126.4809478256,2075875.2406564741,521251.24029135145,129856.32404739129,103793.76203282371,26062.562014567575,1.751616089228867,35.03232178457734,2510863.8868243936,86262.59412343195,434988.6461679195,1.751616089228867,10.584333433311647,2.0989790585761035
1409,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,790063.0575514168,2433536.673473268,1897986.347329694,535550.3261435737,121676.8336736634,94899.31736648471,26777.51630717869,1.7048482924087736,34.09696584817547,2351419.4868591493,82117.18661411852,453433.1395294552,1.7048482924087736,11.118647589758691,2.0135979914752626
1418,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,781486.7965002294,2542237.7140103625,2031544.537665199,510693.1763451635,127111.88570051813,101577.22688325995,25534.658817258176,1.7878289769976097,35.75657953995219,2456998.5081612677,85239.20584909478,425453.9704960687,1.7878289769976097,10.711409731353447,2.14601842347425
1419,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,780001.7548934389,2526733.492587592,1987222.857468317,539510.635119275,126336.6746293796,99361.14287341585,26975.531755963748,1.6923337550574518,33.84667510114903,2443395.0822631298,83338.41032446222,456172.22479481273,1.6923337550574518,10.955717243346937,2.0015073461246287
1428,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248341,913032.0590248341,784832.7887302523,2521726.329174572,2030514.940134642,491211.3890399302,126086.31645872862,101525.7470067321,24560.56945199651,1.8587355248609971,37.17471049721994,2436068.5688672997,85657.76030727243,405553.62873265776,1.8587355248609971,10.659069951742794,2.251322622554335
1431,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,777723.6117657481,2605712.2217177637,2110706.954437568,495005.26728019584,130285.61108588819,105535.3477218784,24750.263364009792,1.8444895829926904,36.88979165985381,2517891.0622692835,87821.15944848023,407184.1078317156,1.8444895829926904,10.396492881199759,2.2423076968469977
1434,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,784548.8490224441,2494288.923391558,1962342.3873142193,531946.536077339,124714.44616957792,98117.11936571097,26597.32680386695,1.7163981661722654,34.3279633234453,2411135.485924373,83153.43746718531,448793.09861015365,1.7163981661722654,10.980087977543219,2.0344164423480655
1447,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,789977.6600701961,2404192.615334448,1848989.0538456764,555203.5614887716,120209.6307667224,92449.45269228383,27760.17807443858,1.6444996436560126,32.88999287312025,2324339.7040961497,79852.91123829829,475350.6502504733,1.6444996436560126,11.43392325797803,1.920754833392436
1459,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024834,913032.059024834,778295.4597021459,2595445.147749764,2098812.567204733,496632.580545031,129772.25738748821,104940.62836023665,24831.62902725155,1.8384457540478396,36.76891508095679,2508147.7972923215,87297.35045744246,409335.23008758854,1.8384457540478396,10.458874802505466,2.230524010428972
1462,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248329,913032.0590248329,788632.7441222642,2449414.883102,1915277.8729301128,534137.0101718875,122470.74415510002,95763.89364650565,26706.850508594376,1.7093592872941261,34.187185745882516,2367152.3335451675,82262.54955683276,451874.4606150547,1.7093592872941261,11.099000261279844,2.0205436213015626
1478,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,764927.419225652,2771948.8690952966,2308619.03906629,463329.8300290066,138597.44345476484,115430.9519533145,23166.49150145033,1.970587689050095,39.4117537810019,2679215.3368338486,92733.53226144798,370596.2977675586,1.970587689050095,9.845759530119908,2.4636837025217546
1484,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248326,913032.0590248326,793548.9271576464,2373626.1179387057,1821695.3747361458,551930.7432025599,118681.30589693529,91084.7687368073,27596.537160127995,1.6542511361606607,33.085022723213214,2293990.4298424106,79635.68809629511,472295.0551062648,1.6542511361606607,11.465111696163136,1.9331814914289194
1489,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,782972.3406591227,2499453.830959905,1955672.1861128893,543781.6448470156,124972.69154799526,97783.60930564447,27189.08224235078,1.679041703001396,33.58083406002792,2416423.598199736,83030.23276016908,460751.41208684654,1.679041703001396,10.996380820250204,1.9816153246053143
1501,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,787734.2327831583,2420235.1411381927,1866112.306790176,554122.8343480167,121011.75705690964,93305.6153395088,27706.141717400835,1.6477069747524682,32.95413949504936,2340006.829943257,80228.31119493581,473894.52315308084,1.6477069747524682,11.380422265232303,1.9266567018962981
1506,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.059024833,913032.059024833,789669.7947258768,2404123.0441991934,1847231.3616310146,556891.6825681787,120206.15220995968,92361.56808155074,27844.58412840894,1.6395146266402587,32.79029253280517,2324330.5703792013,79792.47381999204,477099.2087481867,1.6395146266402587,11.442583683826989,1.9137153075991202
1507,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248334,913032.0590248334,785335.7850120203,2482453.27173206,1948469.1542454155,533984.1174866443,124122.663586603,97423.45771227079,26699.205874332216,1.709848718576671,34.19697437153342,2399644.899106179,82808.37262588087,451175.7448607634,1.709848718576671,11.025842316088156,2.0236727470946
1508,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,775923.8095702373,2650843.6856282568,2177361.8313969993,473481.85423125746,132542.18428141283,108868.09156984997,23674.092711562873,1.928335903193645,38.5667180638729,2561317.9727374483,89525.71289080847,383956.141340449,1.928335903193645,10.198545530024747,2.377959252943059
1509,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,796776.9369896385,2313298.6993975556,1752235.6162519702,561063.0831455854,115664.93496987778,87611.78081259852,28053.15415727927,1.62732513767604,32.5465027535208,2235784.115879615,77514.58351794071,483548.49962764466,1.62732513767604,11.778842349240158,1.8881912770444151
1510,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248338,913032.0590248338,783843.2069403699,2508689.7197032613,1984915.6954172323,523774.02428602893,125434.48598516308,99245.78477086162,26188.701214301447,1.7431793420252435,34.86358684050487,2424482.950741406,84206.76896185521,439567.2553241737,1.7431793420252435,10.842739488537173,2.0771157268106504
1512,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,786605.1220202824,2437810.8934096885,1888289.6025496728,549521.2908600157,121890.54467048444,94414.48012748365,27476.064543000786,1.661504429784538,33.23008859569076,2357102.6398816276,80708.25352806086,468813.0373319548,1.661504429784538,11.31274707496165,1.9475398214626407
1513,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248341,913032.0590248341,799866.5893452931,2285521.893088189,1725342.6139334098,560179.2791547792,114276.09465440945,86267.1306966705,28008.96395773896,1.629892595103577,32.59785190207153,2208656.354805247,76865.53828294203,483313.74087183713,1.629892595103577,11.87830176462127,1.8891084233976863
1521,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248344,913032.0590248344,788300.7243656104,2444966.5356168495,1913934.4984790338,531032.0371378157,122248.32678084249,95696.7249239517,26551.60185689079,1.7193540034720738,34.387080069441474,2362920.4677068754,82046.06790997414,448985.9692278416,1.7193540034720738,11.128285392380631,2.0335425193688152
1522,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,777321.1411743204,2591427.752511501,2073042.7047417455,518385.04776975536,129571.38762557505,103652.13523708728,25919.25238848777,1.7613009151266334,35.226018302532665,2505016.5147774937,86411.23773400718,431973.8100357482,1.7613009151266334,10.566126385498,2.1136282751708384
1526,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,789269.5482427735,2416238.8703208934,1866386.3237321437,549852.5465887496,120811.94351604467,93319.31618660719,27492.627329437484,1.6605034653185229,33.21006930637045,2335782.110553326,80456.75976756727,469395.78682118235,1.6605034653185229,11.348108743907972,1.9451219730965659
1528,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248337,913032.0590248337,790218.7963171302,2410635.833167925,1858815.4655874067,551820.3675805184,120531.79165839625,92940.77327937033,27591.018379025918,1.654582021008149,33.09164042016298,2330170.157848281,80465.67531964416,471354.6922608742,1.654582021008149,11.346851379770056,1.9370382304786953
1541,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248329,913032.0590248329,781194.3073352885,2532847.707584301,1998946.181781625,533901.5258026761,126642.38537921506,99947.30908908125,26695.076290133806,1.7101132229434368,34.20226445886873,2448656.6193879247,84191.08819637634,449710.43760629976,1.7101132229434368,10.844758971343603,2.0302665508158593
1544,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248335,913032.0590248335,791449.9555197681,2409874.876732479,1863241.2994825456,546633.5772499333,120493.74383662395,93162.06497412728,27331.678862496665,1.6702816969609142,33.40563393921828,2328809.577471143,81065.29926133575,465568.2779885975,1.6702816969609142,11.26292097043187,1.961113121730332
1548,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,778975.4083004707,2594960.824067122,2102631.430155138,492329.3939119838,129748.0412033561,105131.5715077569,24616.469695599193,1.8545146203236058,37.09029240647211,2507470.0552558037,87490.76881131809,404838.6251006657,1.8545146203236058,10.435753067776458,2.255298784294118
1550,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248336,913032.0590248336,783032.8907964529,2512709.631279922,1973930.5757488592,538779.0555310629,125635.48156399612,98696.52878744296,26938.952776553146,1.694631685570772,33.892633711415435,2429033.6346022408,83675.99667768134,455103.05885338155,1.694631685570772,10.91151698547218,2.0062094535800097
1575,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,786645.7360637847,2457358.7624254203,1907911.7036828862,549447.0587425341,122867.93812127103,95395.58518414432,27472.352937126707,1.661728904536136,33.23457809072272,2375561.1373665794,81797.62505884096,467649.4336836932,1.661728904536136,11.16208518729053,1.952385683080686
1584,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,779666.139494717,2557316.0787095847,2030811.861293573,526504.2174160117,127865.80393547924,101540.59306467866,26325.210870800587,1.7341400673024632,34.68280134604926,2472110.60840216,85205.47030742466,441298.74710858706,1.7341400673024632,10.715650717384435,2.0689658989676905
1596,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248333,913032.0590248333,783226.620243405,2534000.670498939,2029362.6008810548,504638.06961788447,126700.03352494696,101468.13004405274,25231.903480894223,1.8092809758015038,36.18561951603008,2448383.000810342,85617.66968859732,419020.39992928714,1.8092809758015038,10.664061079280135,2.178968038737289
1600,stresstest_coverage1_VE1,1,1,2015-01-04,2021-12-26,12,913032.0590248341,913032.0590248341,785963.7279115596,2444340.47358167,1893047.417301001,551293.0562806688,122217.0236790835,94652.37086505006,27564.65281403344,1.656164627185147,33.12329254370294,2363568.2149878205,80772.25859384937,470520.79768681945,1.656164627185147,11.303782696183754,1.9404712044897787
