t,week_start,doses_median,infections_averted_median,NNV_infection_median,NNV_infection_lo95,NNV_infection_hi95,NNV_reported_case_median,frac_draws_denominator_above_tol
222,2019-03-31,569219.0054006136,692931.6922223889,0.821464838149718,0.777722557409292,0.8678601234689055,16.42929676299436,1
223,2019-04-07,571689.822748854,690740.6640186525,0.8276475981286857,0.7847741450798279,0.8733875359628286,16.552951962573715,1
224,2019-04-14,574159.5890339419,688524.0431034254,0.8338991157733349,0.7921840332919226,0.8795950188121037,16.6779823154667,1
225,2019-04-21,576628.314223369,685749.6730321188,0.8408728979118838,0.7998590862827437,0.8856387573969119,16.817457958237675,1
226,2019-04-28,579095.97097381,682924.4665272788,0.8479648975626319,0.8074914413120494,0.8917802762539112,16.95929795125264,1
227,2019-05-05,581562.5744537578,680613.7088377437,0.8544679125956196,0.8153616513703782,0.8979680658160335,17.08935825191239,1
228,2019-05-12,584028.1387181216,678274.3204734767,0.8610500665807416,0.8233593037815076,0.9041699805885206,17.22100133161483,1
229,2019-05-19,586492.6667320897,675707.266531585,0.8679686320690609,0.8313602230254429,0.910334537912725,17.35937264138122,1
230,2019-05-26,588956.1771680558,673318.4441613153,0.8747068392560304,0.8391548871438389,0.9164587370733377,17.49413678512061,1
231,2019-06-02,591418.6667752138,671051.7682689017,0.8813309325580296,0.8472376752997594,0.9224797702634503,17.62661865116059,1
232,2019-06-09,593880.130054333,668995.1299795196,0.8877196625134172,0.854658958599284,0.9283621145064485,17.754393250268343,1
233,2019-06-16,596340.5920373956,667073.5967608376,0.8939652172104553,0.8623556109815625,0.9341124168876035,17.879304344209107,1
234,2019-06-23,598800.0498444674,665136.3742265087,0.9002665819581248,0.8691233556437759,0.9398003057968948,18.005331639162492,1
235,2019-06-30,601258.518583831,663136.7040518281,0.906688644462386,0.8761961468982307,0.9453447999753783,18.13377288924772,1
236,2019-07-07,603715.9645973807,661427.0342789519,0.9127478617370351,0.882095156782704,0.9507644268527952,18.2549572347407,1
237,2019-07-14,606172.3868036558,660133.0102017367,0.9182581147678632,0.8877045720656728,0.9560810978872567,18.365162295357266,1
238,2019-07-21,608627.7972707412,658644.4220418998,0.9240612743550547,0.8932428734496614,0.9613247577091223,18.481225487101092,1
239,2019-07-28,611082.1938397444,657227.5541592054,0.9297878497465827,0.8987517522086447,0.967178199749165,18.59575699493165,1
240,2019-08-04,613535.6068753154,656148.2060336742,0.9350564599458122,0.9043671379978981,0.9732862664807389,18.70112919891624,1
241,2019-08-11,615988.0302755069,655284.9329910892,0.9400308183978808,0.9098590651172479,0.9786438259091396,18.800616367957616,1
242,2019-08-18,618439.4616741467,654390.9896009949,0.9450610898377485,0.9152464458970876,0.9834375507037662,18.90122179675497,1
243,2019-08-25,620889.90928016,653490.6100126362,0.9501130192359839,0.9205300837715419,0.9885497829899718,19.002260384719676,1
244,2019-09-01,623339.3522536977,652407.1386867472,0.9554453278816193,0.9257010506266847,0.9938145490685529,19.108906557632388,1
245,2019-09-08,625787.7985781777,651653.6046696728,0.960307440123118,0.9307593382520277,0.998976343034759,19.20614880246236,1
246,2019-09-15,628235.2183517218,650873.8715686294,0.9652180712955638,0.9357375128113216,1.004080001534973,19.304361425911278,1
247,2019-09-22,630681.6352964673,650134.374671929,0.9700788943113547,0.9406157243432248,1.0090860314321601,19.401577886227095,1
248,2019-09-29,633127.0415141154,649354.8549510181,0.975009330786114,0.9454108587688447,1.014018662453238,19.500186615722278,1
249,2019-10-06,635571.44566763,648739.7169958961,0.979701774913585,0.95014257351253,1.0189025181414533,19.5940354982717,1
250,2019-10-13,638014.8681296603,648172.1831319404,0.9843293335661997,0.9548082848956534,1.0237286229060305,19.686586671323994,1
251,2019-10-20,640457.299363017,647642.8312282278,0.9889051470637702,0.959410064336934,1.028492892871201,19.778102941275403,1
252,2019-10-27,642898.7543725697,647195.6286227021,0.99336080466797,0.9639644330773236,1.033213432481238,19.867216093359403,1
253,2019-11-03,645339.2595848769,646659.0917731643,0.9979590081351608,0.9684825209706903,1.0378402003329497,19.959180162703213,1
254,2019-11-10,647778.8049579705,646202.6034813515,1.002439212967181,0.972969818613903,1.0421130471064124,20.04878425934362,1
255,2019-11-17,650217.3901694809,645739.0580131317,1.0069352188674943,0.9774357681497571,1.046370800518421,20.13870437734988,1
256,2019-11-24,652655.016346998,645293.7258963978,1.0114076604263693,0.9818871169189713,1.0506180539297703,20.228153208527385,1
257,2019-12-01,655091.684642139,644855.3120952577,1.0158739067577165,0.9863474423337159,1.0548632049069735,20.31747813515433,1
258,2019-12-08,657527.3948051082,644504.7359109172,1.020205684383293,0.9908167459753581,1.0591083265207124,20.40411368766586,1
259,2019-12-15,659962.1460400351,643994.3189317791,1.0247950125216723,0.995119594380777,1.063356783310724,20.495900250433444,1
260,2019-12-22,662395.9233231925,643558.1974910451,1.0292712603956038,0.9994529643791946,1.06761918789584,20.585425207912078,1
261,2019-12-29,664828.760400561,643199.5624831774,1.0336275305010516,1.0038069577745592,1.071896301879503,20.67255061002103,1
262,2020-01-05,667260.6955901886,642834.2165944284,1.0379981028149974,1.0082200484949968,1.0762033740621553,20.759962056299948,1
263,2020-01-12,669691.6850444234,642291.4683607427,1.0426601161247036,1.0127114323226796,1.0805573912610271,20.85320232249407,1
264,2020-01-19,672121.7340007223,641720.7201099256,1.047374214769327,1.0172867581529843,1.0849682130046847,20.947484295386538,1
265,2020-01-26,674550.8808053012,641178.4957801811,1.052048509592296,1.0220981748051456,1.0894388506053563,21.040970191845922,1
266,2020-02-02,676979.104859937,640512.3580301817,1.0569337267859793,1.0269996629095977,1.0939928911848689,21.138674535719588,1
267,2020-02-09,679406.4006103132,639693.5909794752,1.0620809891816183,1.0321364979410776,1.0990879288255637,21.241619783632366,1
268,2020-02-16,681832.7819891127,638675.754667699,1.0675726741024008,1.037535374066548,1.1043605629310096,21.351453482048015,1
269,2020-02-23,684258.1992661026,637474.0558581051,1.0733898928822878,1.0431711434629676,1.1098140772286833,21.467797857645753,1
270,2020-03-01,686682.7520721058,636088.0880764168,1.0795403419314498,1.0491730347922033,1.1155029865419293,21.590806838628993,1
271,2020-03-08,689106.3506552981,634210.561380726,1.0865576713654943,1.0555401784270186,1.121410001281093,21.731153427309888,1
272,2020-03-15,691528.9859570848,632172.7896579163,1.0938923715108375,1.0623015032944827,1.1275669851858945,21.877847430216754,1
273,2020-03-22,693950.6895391607,630145.890238237,1.1012540173508505,1.0699361912901162,1.1392724939138765,22.025080347017013,1
274,2020-03-29,696371.4570991945,627841.5693746655,1.1091515653659303,1.077455363447201,1.1455519505952045,22.183031307318608,1
275,2020-04-05,698791.2729543038,625445.6111108493,1.1172694488379658,1.08516513060517,1.1538875186394044,22.345388976759317,1
276,2020-04-12,701210.1614876862,623043.7795836972,1.1254588920214772,1.093400616938002,1.165229162399869,22.50917784042954,1
277,2020-04-19,703628.1076057344,620586.6143908013,1.133811352821876,1.1027305467681054,1.174793680333919,22.67622705643752,1
278,2020-04-26,706045.1396171001,617619.2811537698,1.1431721593314017,1.1123452573842563,1.1903503638654327,22.863443186628032,1
279,2020-05-03,708461.2216036865,614890.0935054169,1.1521754023338322,1.1211912551666607,1.202757159627787,23.043508046676642,1
280,2020-05-10,710876.3646720276,612121.466493938,1.1613321956635922,1.1300249438835355,1.2110816300524214,23.22664391327184,1
281,2020-05-17,713290.5749363973,609854.3445184821,1.169608095477075,1.1385294372321662,1.222107724470617,23.3921619095415,1
282,2020-05-24,715703.8549108543,607157.356917143,1.1787782067421921,1.1475181777979744,1.2358488949067437,23.575564134843844,1
283,2020-05-31,718116.2188041327,604690.2108766399,1.1875770541179684,1.1552448803060198,1.2475307820939576,23.751541082359367,1
284,2020-06-07,720527.6630397893,602543.2362443566,1.1958107855975302,1.1623250528921203,1.2577519011529787,23.916215711950603,1
285,2020-06-14,722938.2057484053,600495.8845003067,1.2039020162758183,1.1693325396311622,1.2677886769745694,24.078040325516362,1
286,2020-06-21,725347.8481076702,598388.806216866,1.212168150418424,1.1762680905619172,1.2776795934126008,24.243363008368483,1
287,2020-06-28,727756.6143904165,596548.6509530286,1.219945118148106,1.1838661096674845,1.2871712689334383,24.39890236296212,1
288,2020-07-05,730164.4850361111,594762.7374495078,1.2276567597475356,1.1916151597262485,1.2962780245304775,24.55313519495071,1
289,2020-07-12,732571.3955755323,593314.8725438248,1.2347093124304405,1.1991894902537876,1.305043506658378,24.69418624860881,1
290,2020-07-19,734977.3834198869,591975.7383181335,1.2415667332455054,1.2061330420234329,1.3139661680109787,24.831334664910102,1
291,2020-07-26,737382.4492759862,590666.9860393546,1.2483894767822423,1.2120152395800217,1.3236235651729478,24.967789535644844,1
292,2020-08-02,739786.626677036,589536.3515034253,1.2548617777753979,1.217754657969742,1.3329130743258326,25.097235555507957,1
293,2020-08-09,742189.8765822276,588555.6932873575,1.2610359323164877,1.223591402262369,1.3418344776566666,25.22071864632975,1
294,2020-08-16,744592.2169837635,587617.5035384176,1.2671376773460197,1.229430932292733,1.35052076595919,25.34275354692039,1
295,2020-08-23,746993.6480845774,586724.1995776261,1.2731597906647176,1.234725562638413,1.35863544048382,25.463195813294348,1
296,2020-08-30,749394.1881756585,585942.2094115693,1.2789558018914362,1.2400707941517848,1.3665113260359176,25.579116037828722,1
297,2020-09-06,751793.8522177219,585404.1899573577,1.2842303918475342,1.2454623643354987,1.37408980777279,25.684607836950683,1
298,2020-09-13,754192.6212548283,584870.1819914868,1.289504313386487,1.2507227654638233,1.381429238437006,25.790086267729738,1
299,2020-09-20,756590.4808004149,584342.859008089,1.2947715205388108,1.255857567601821,1.388541463979565,25.895430410776218,1
300,2020-09-27,758987.4341825314,583733.21543709,1.3002299928649452,1.2608937474646498,1.3954495474606208,26.0045998572989,1
301,2020-10-04,761383.4972534896,583288.3682311575,1.3053294730924705,1.265842216077287,1.4021803422547938,26.106589461849406,1
302,2020-10-11,763778.7089514596,582817.9178655572,1.3104928412730716,1.2707120692085923,1.4087412308682414,26.20985682546143,1
303,2020-10-18,766173.0823515865,582445.5945608277,1.3154414603315385,1.2755110868889317,1.415153349665288,26.30882920663077,1
304,2020-10-25,768566.6541717803,582112.7934598724,1.3203053975538406,1.2802505294541764,1.4214340533915228,26.406107951076812,1
305,2020-11-01,770959.3888301329,581811.3735223158,1.325101986443408,1.284966026904716,1.4276346862920457,26.502039728868155,1
306,2020-11-08,773351.24548657,581480.6694456623,1.3299689680646292,1.2896437425713416,1.433742712504672,26.599379361292584,1
307,2020-11-15,775742.2486736849,581153.5781303636,1.3348318003653836,1.2942725173153784,1.43985151176169,26.69663600730767,1
308,2020-11-22,778132.3934503947,580882.347745673,1.3395698011484867,1.2988421920342146,1.4459265815910094,26.791396022969735,1
309,2020-11-29,780521.7124273173,580550.5573981793,1.3444509719970879,1.3034075572993529,1.4520043787987393,26.889019439941755,1
310,2020-12-06,782910.1909415612,580232.1651301803,1.349305082660203,1.3079735777938177,1.4580851898605713,26.98610165320406,1
311,2020-12-13,785297.8510510213,579914.2531314425,1.3541620122487434,1.3125529938230156,1.4641904428885206,27.083240244974867,1
312,2020-12-20,787684.6867303303,579475.2845767321,1.3593067870706352,1.3172331126693604,1.4703108560795313,27.186135741412706,1
313,2020-12-27,790070.7125432179,579101.8384545916,1.3643035884813182,1.3220117944749354,1.476466548844785,27.286071769626364,1
314,2021-01-03,792455.9666931751,578714.3160103692,1.3693388034276053,1.326899288465922,1.4827242492679045,27.386776068552102,1
315,2021-01-10,794840.4081158938,578304.5682175696,1.374432180235945,1.3317953265163873,1.4890011543207056,27.488643604718895,1
316,2021-01-17,797224.0390959335,577866.6258069503,1.3795986885114782,1.336772196518696,1.495380162355256,27.591973770229558,1
317,2021-01-24,799606.8811572581,577348.3873850255,1.3849642668414985,1.3418262891378656,1.5018578870071184,27.69928533682997,1
318,2021-01-31,801988.933891383,576900.7376933602,1.390167981711898,1.3469617737321935,1.5084574963690616,27.803359634237957,1
319,2021-02-07,804370.1955449393,576359.89011947,1.3956040480115943,1.3521963328425342,1.515211134268901,27.912080960231883,1
320,2021-02-14,806750.6348517758,575867.1921254601,1.400931784098112,1.3575699808809991,1.5221633106526269,28.018635681962238,1
321,2021-02-21,809130.2863749312,575175.0685864234,1.4067547961765248,1.363099612108616,1.5293466686128576,28.135095923530493,1
322,2021-02-28,811509.1061352264,574649.3720930056,1.4121813153357663,1.368886751205303,1.5368862059974924,28.24362630671532,1
323,2021-03-07,813887.1035253899,574143.8695140939,1.4175664805500277,1.3744970677977844,1.544687746615934,28.35132961100055,1
324,2021-03-14,816264.2638393677,573584.4936973347,1.4230933301486937,1.3802456255971234,1.5528345157943217,28.461866602973874,1
325,2021-03-21,818640.58023573,572871.5616987909,1.4290124382050293,1.386342134073802,1.561304764054278,28.58024876410059,1
326,2021-03-28,821016.0886750824,572191.1134169148,1.4348634228814854,1.3925813329379813,1.5700945160358246,28.697268457629704,1
327,2021-04-04,823390.7465742759,571136.6585187861,1.4416706129274819,1.398379105987362,1.5791125345661463,28.833412258549636,1
328,2021-04-11,825764.5530742118,570285.0419276435,1.4479858427018235,1.4044134705523121,1.588370904875511,28.959716854036472,1
329,2021-04-18,828137.5054266782,569353.8565237946,1.454521643674687,1.4100851844996647,1.5977862632517956,29.09043287349374,1
330,2021-04-25,830509.6122657994,568326.7131000096,1.4613243059858918,1.4152845531590557,1.6074049052760588,29.226486119717833,1
331,2021-05-02,832880.8806053478,567287.1587371449,1.468182150399516,1.4209856248278856,1.6171857882738108,29.36364300799032,1
332,2021-05-09,835251.2898376625,566173.739165777,1.4752561515396494,1.4273383368678754,1.6269909490091599,29.505123030792987,1
333,2021-05-16,837620.852136345,565080.0697888876,1.482304751463325,1.4338627681581493,1.6369205226005477,29.646095029266498,1
334,2021-05-23,839989.5758865431,563867.5370658144,1.489693096091163,1.4399533197531078,1.646872724389958,29.793861921823257,1
335,2021-05-30,842357.448622108,562751.7021790693,1.4968545577307837,1.4461987543020034,1.6567586642707328,29.937091154615672,1
336,2021-06-06,844724.5161154604,562000.4503915509,1.5030673932164236,1.4517044708276199,1.6665168366335263,30.061347864328468,1
337,2021-06-13,847090.7761965654,561242.0251434166,1.5093146998389395,1.4574210572610853,1.6762033321115928,30.186293996778783,1
338,2021-06-20,849456.2299502725,560387.9619406565,1.51583601064819,1.4627770713441253,1.685693974820701,30.3167202129638,1
339,2021-06-27,851820.8809029987,559541.2460473824,1.5223558422598547,1.468045764061183,1.694957985182611,30.44711684519709,1
340,2021-07-04,854184.7399470033,558784.688369078,1.528647391709094,1.4732806055409384,1.7040912277200082,30.572947834181875,1
341,2021-07-11,856547.7896445573,557955.6464526581,1.5351539185825134,1.4785302675475318,1.7131787473547377,30.703078371650264,1
342,2021-07-18,858910.054930291,557064.4271559794,1.5418504868808718,1.4841468964591282,1.7221562546375984,30.837009737617436,1
343,2021-07-25,861271.5247155393,556195.0646138153,1.5485062789836248,1.4903474947535436,1.7310617235494494,30.970125579672494,1
344,2021-08-01,863632.2168968047,555365.3916487114,1.5550703454224508,1.496552849377606,1.7399235952654997,31.101406908449018,1
345,2021-08-08,865992.1461202027,554532.8898220462,1.5616606432919728,1.5027887464734129,1.7487872255760055,31.233212865839455,1
346,2021-08-15,868351.311593752,553723.7271205861,1.5682032322151083,1.5079610578920837,1.7575504871481225,31.364064644302164,1
347,2021-08-22,870709.739341479,552917.6918113012,1.5747547357627134,1.5127317116283991,1.7663792106862153,31.495094715254265,1
348,2021-08-29,873067.4060913782,552047.5213611192,1.5815078139849428,1.517495412179125,1.7752388696374373,31.630156279698852,1
349,2021-09-05,875424.310515511,551225.8682218911,1.5881409591387763,1.5229190239623827,1.7840933072681537,31.762819182775523,1
350,2021-09-12,877780.4380163363,550415.720156827,1.5947591592132326,1.5288539656541922,1.792948172702967,31.895183184264653,1
351,2021-09-19,880135.7656038918,549611.4183869858,1.6013783846694967,1.5348338755720152,1.8018586139525514,32.027567693389926,1
352,2021-09-26,882490.3168784499,548823.2233380438,1.6079684035160962,1.5408372927506209,1.8107655404555116,32.159368070321925,1
353,2021-10-03,884844.1021659042,548044.9007058088,1.61454690056196,1.5464259397900852,1.8197028165884879,32.2909380112392,1
354,2021-10-10,887197.1128320114,547282.090865854,1.6210967434092853,1.5517138142298994,1.828638451279405,32.4219348681857,1
355,2021-10-17,889549.3719332844,546528.115745836,1.6276371909031084,1.5569863252900316,1.8376127618993983,32.55274381806217,1
356,2021-10-24,891900.9011684805,545666.9348411994,1.6345152472273732,1.5622389318883587,1.8465836673565592,32.690304944547464,1
357,2021-10-31,894251.6829603522,544812.1906173795,1.6413944092252652,1.5674725600880506,1.8555559833680737,32.827888184505305,1
358,2021-11-07,896601.7552576027,543981.6919384437,1.64822052283863,1.5727062196925075,1.8645280110707885,32.9644104567726,1
359,2021-11-14,898951.0755614329,543308.9365328337,1.6545854859563134,1.577931214037125,1.8735126791623111,33.091709719126264,1
360,2021-11-21,901299.66854904,542577.3571238265,1.6611450222496646,1.5831429648375683,1.88244845820283,33.22290044499329,1
361,2021-11-28,903647.5515800013,541763.7493348299,1.6679734833520565,1.5883542998865579,1.8914043057572953,33.359469667041125,1
362,2021-12-05,905994.7352389774,540888.3822478082,1.6750123859263115,1.5935687956721731,1.9003737660361948,33.500247718526225,1
363,2021-12-12,908341.2070859554,540164.6988737189,1.6816004851161919,1.598790998475395,1.9093475613416648,33.632009702323835,1
364,2021-12-19,910686.9790576999,539531.9183741426,1.687920491069847,1.6040277329634915,1.9183501281395652,33.75840982139694,1
365,2021-12-26,913032.0590248335,538772.6320432008,1.694651889967206,1.6092897335887193,1.9287791981229563,33.89303779934412,1
