"version","week_start","observed","expected","pearson_resid"
"v2.1",2019-08-18,23,14.2085588718618,2.13340518943892
"v2.1",2019-08-25,12,12.6978999971998,-0.180725100477397
"v2.1",2019-09-01,10,11.9527983452488,-0.523497205486476
"v2.1",2019-09-08,5,11.0303114353321,-1.69205274117615
"v2.1",2019-09-15,10,11.1148996057266,-0.311481351514306
"v2.1",2019-09-22,12,10.9740282468932,0.288712931238712
"v2.1",2019-09-29,17,10.8419303164205,1.74480865878003
"v2.1",2019-10-06,14,9.90757780858124,1.2198104683329
"v2.1",2019-10-13,7,8.54473827549822,-0.499929529499725
"v2.1",2019-10-20,5,7.58674647697235,-0.893720290973744
"v2.1",2019-10-27,5,6.93941517365439,-0.703461659863193
"v2.1",2019-11-03,3,6.40388092117055,-1.28957608358601
"v2.1",2019-11-10,4,6.1906410943754,-0.84524577735166
"v2.1",2019-11-17,12,6.32109851453354,2.16665292014872
