state,wave_id,onset_week,peak_week,end_week,wave_end_censored,wave_order,is_recurrence,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,candidate_wave,major_epidemic_primary,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,wave_definition_stable,major_wave_definition_stable,reason_not_major,reason_re6_not_eligible
BA,BA_wave_03,10/16/2016,1/22/2017,10/22/2017,FALSE,2,TRUE,2.414482726,2.553955686,352,8/28/2016,0.105550032,0.041328059,27,54,14,6655,45.66039064,146,217,280,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_04,11/12/2017,5/27/2018,12/16/2018,FALSE,3,TRUE,1.025104677,1.141283207,150,10/22/2017,0.03429663,0.030050937,28,58,28,3383,23.12276521,73,93,128,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_05,2/3/2019,5/26/2019,12/15/2019,FALSE,4,TRUE,2.456910486,2.549923718,361,12/16/2018,0.029614135,0.025948104,31,46,16,5711,38.86818777,101,138,197,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_06,1/19/2020,5/17/2020,12/20/2020,FALSE,5,TRUE,7.994005648,8.079889792,1179,12/15/2019,0.308531695,0.120996441,21,49,17,18760,127.1989364,594,1000,1635,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_07,1/3/2021,3/14/2021,10/24/2021,FALSE,6,TRUE,5.612556438,5.224861777,830,12/20/2020,0.103965016,0.019898137,25,43,10,9546,64.55116116,544,1096,1790,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_08,12/5/2021,3/6/2022,10/2/2022,FALSE,7,TRUE,6.839354632,6.107933028,1013,10/24/2021,0.085653472,0.016393443,31,44,13,13897,93.8309236,395,852,1589,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_09,11/6/2022,5/7/2023,12/24/2023,FALSE,8,TRUE,2.926735976,3.003163797,434,10/2/2022,0.168789601,0.056203928,23,60,26,12629,85.17289047,322,703,952,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
BA,BA_wave_10,1/21/2024,3/10/2024,12/28/2025,FALSE,9,TRUE,9.669699626,9.431772941,1436,12/24/2023,0.141616257,0.047155689,28,102,7,14855,100.0154851,738,2282,4985,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
CE,CE_wave_01,2/22/2015,4/19/2015,6/28/2015,FALSE,NA,NA,0.022685464,0.022685464,2,2/15/2015,0,NA,NA,19,8,20,0.226854644,5,7,9,3,5,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
CE,CE_wave_02,3/13/2016,5/29/2016,12/18/2016,FALSE,1,FALSE,25.19959636,23.58048097,2236,6/28/2015,0,0,25,41,11,30516,343.9136326,882,2045,4676,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
CE,CE_wave_03,2/12/2017,4/23/2017,12/16/2018,FALSE,2,TRUE,97.28620566,107.9277015,8682,12/18/2016,1.483876053,0.06292815,27,97,10,106695,1195.477289,4963,11941,25478,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
CE,CE_wave_04,12/30/2018,4/28/2019,9/8/2019,FALSE,3,TRUE,0.652970446,0.645592248,59,12/16/2018,0.063126896,0.097781373,24,37,17,1094,12.10834893,64,102,159,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
CE,CE_wave_05,9/22/2019,8/2/2020,12/20/2020,FALSE,4,TRUE,0.429093461,0.403421203,39,9/8/2019,0.092227464,0.228613329,3,66,45,1119,12.31869073,50,60,67,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
CE,CE_wave_06,1/23/2022,5/15/2022,12/17/2023,FALSE,5,TRUE,38.42646832,36.23285283,3521,12/20/2020,0.036674655,0.090909091,17,100,16,52761,575.7274326,1411,3260,5997,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
CE,CE_wave_07,1/7/2024,4/7/2024,12/15/2024,FALSE,6,TRUE,0.693116573,0.58842709,64,12/17/2023,0.039869495,0.067756049,22,50,13,882,9.552012767,51,96,176,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA
CE,CE_wave_08,1/19/2025,5/4/2025,12/28/2025,FALSE,7,TRUE,0.431553649,0.463920173,40,12/15/2024,0.021659893,0.046688836,38,50,15,676,7.293256672,28,41,62,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA
DF,DF_wave_01,1/3/2016,3/20/2016,7/17/2016,FALSE,NA,NA,0.106248473,0.165275402,3,12/27/2015,0,NA,NA,29,11,59,2.089553296,1,2,3,1,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
DF,DF_wave_02,9/11/2016,9/18/2016,11/20/2016,FALSE,NA,NA,0.070832315,0.023610772,2,7/17/2016,0,0,8,11,1,4,0.14166463,2,2,3,1,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
DF,DF_wave_03,12/18/2016,1/1/2017,8/6/2017,FALSE,NA,NA,0.105251562,0.082194629,3,11/20/2016,0,0,4,34,2,40,1.404351068,7,10,13,3,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
DF,DF_wave_04,9/24/2017,10/1/2017,10/15/2017,FALSE,NA,NA,0.070167708,0.023389236,2,8/6/2017,0,0,7,4,1,2,0.070167708,2,2,2,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
DF,DF_wave_05,11/12/2017,11/19/2017,12/3/2017,FALSE,NA,NA,0.035083854,0.011694618,1,10/15/2017,0,0,4,4,1,1,0.035083854,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
DF,DF_wave_06,2/11/2018,2/18/2018,6/10/2018,FALSE,NA,NA,0.069555226,0.023185075,2,12/3/2017,0,0,10,18,1,8,0.278220903,2,4,4,1,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
DF,DF_wave_07,8/5/2018,8/12/2018,8/26/2018,FALSE,NA,NA,0.034777613,0.011592538,1,6/10/2018,0,0,8,4,1,1,0.034777613,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
DF,DF_wave_08,12/9/2018,6/2/2019,6/30/2019,FALSE,NA,NA,0.275889848,0.195421976,8,8/26/2018,0,0,15,30,25,35,1.20760085,2,4,5,2,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
DF,DF_wave_09,7/7/2019,4/26/2020,6/21/2020,FALSE,NA,NA,0.068459929,0.148329846,2,6/30/2019,0,0,5,51,42,36,1.234072586,4,4,4,3,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
DF,DF_wave_10,7/5/2020,8/23/2020,1/17/2021,FALSE,NA,NA,0.102689893,0.079869917,3,6/21/2020,0,0,3,29,7,30,1.026705439,6,6,11,3,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
DF,DF_wave_11,3/7/2021,5/16/2021,10/31/2021,FALSE,NA,NA,0.374401171,0.374401171,11,1/17/2021,0,0,12,35,10,102,3.471719948,4,8,16,4,6,8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,fewer than 30 raw cases
DF,DF_wave_12,11/7/2021,5/1/2022,11/6/2022,FALSE,1,FALSE,0.914502175,0.790310522,27,10/31/2021,0.01134549,0.03030303,27,53,25,471,15.95447657,7,8,9,2,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,too few nonzero raw incidence weeks; fewer than 30 raw cases
DF,DF_wave_13,12/25/2022,5/7/2023,8/6/2023,FALSE,2,TRUE,1.044635242,0.909843598,31,11/6/2022,0.033870451,0.042857143,22,33,19,501,16.88265343,29,74,102,3,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
DF,DF_wave_14,9/10/2023,3/10/2024,9/8/2024,FALSE,3,TRUE,1.307488422,0.99458521,39,8/6/2023,0.056163185,0.061728395,23,53,26,375,12.58356604,13,20,26,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,fewer than 30 raw cases
DF,DF_wave_15,9/15/2024,2/16/2025,9/7/2025,FALSE,4,TRUE,0.300310421,0.255819988,9,9/8/2024,0.033525344,0.131050527,4,52,22,196,6.547497032,8,14,27,4,6,8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases
DF,DF_wave_16,9/14/2025,11/23/2025,NA,TRUE,NA,NA,0.233574772,0.344800854,7,9/7/2025,0.044490433,0.173913043,4,16,10,81,2.702793788,10,17,34,4,6,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
ES,ES_wave_01,12/20/2015,3/6/2016,9/18/2016,FALSE,NA,NA,0.077501957,0.077501957,3,12/13/2015,0,NA,NA,40,11,75,1.938293554,6,9,15,2,3,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
ES,ES_wave_02,12/18/2016,3/12/2017,7/16/2017,FALSE,1,FALSE,1.152501274,0.939075112,45,9/18/2016,0,0,4,31,12,629,16.11074377,38,67,122,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_03,7/30/2017,6/24/2018,10/28/2018,FALSE,2,TRUE,0.66038136,0.609582794,26,7/16/2017,0.136592744,0.224075786,8,66,47,626,15.92516211,25,39,53,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_04,12/23/2018,5/5/2019,9/22/2019,FALSE,3,TRUE,1.964731062,1.889164483,78,10/28/2018,0.050798566,0.083333333,11,40,19,1127,28.39163258,31,56,74,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_05,12/1/2019,1/19/2020,4/19/2020,FALSE,4,TRUE,10.77104972,10.3961872,431,9/22/2019,0.310662604,0.164444444,10,21,7,4885,122.2556774,595,1239,2090,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_06,5/31/2020,6/14/2020,7/12/2020,FALSE,NA,NA,0,0.008330278,0,4/19/2020,0,0,6,7,2,2,0.049981669,1,2,2,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
ES,ES_wave_07,5/2/2021,5/9/2021,5/23/2021,FALSE,NA,NA,0.024829046,0.008276349,1,7/12/2020,0,0,42,4,1,1,0.024829046,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
ES,ES_wave_08,12/26/2021,4/3/2022,9/11/2022,FALSE,5,TRUE,1.703319721,1.760919905,69,5/23/2021,0,0,31,38,14,941,23.22933126,38,66,90,3,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_09,12/4/2022,6/4/2023,12/24/2023,FALSE,6,TRUE,3.974418484,4.187041695,162,9/11/2022,0.074057379,0.042056075,30,56,26,5013,122.9969885,71,144,227,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_10,1/14/2024,3/17/2024,9/29/2024,FALSE,7,TRUE,16.84491151,15.91856326,691,12/24/2023,0.580624923,0.138671875,6,38,9,11777,287.0948232,550,1176,2242,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
ES,ES_wave_11,11/17/2024,1/5/2025,12/28/2025,FALSE,8,TRUE,3.343951591,4.244855575,138,9/29/2024,1.031984448,0.243114148,9,59,7,2925,70.9864818,328,493,886,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
GO,GO_wave_01,7/26/2015,8/2/2015,8/16/2015,FALSE,NA,NA,0.01508198,0.005027327,1,7/19/2015,0,NA,NA,4,1,1,0.01508198,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
GO,GO_wave_02,11/8/2015,11/15/2015,11/29/2015,FALSE,NA,NA,0.01508198,0.005027327,1,8/16/2015,0,0,12,4,1,1,0.01508198,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
GO,GO_wave_03,1/10/2016,2/7/2016,2/28/2016,FALSE,NA,NA,0.044639516,0.029759677,3,11/29/2015,0,0,6,8,4,7,0.10415887,3,7,7,2,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,fewer than 30 raw cases
GO,GO_wave_04,3/6/2016,5/8/2016,8/28/2016,FALSE,NA,NA,0.029759677,0.044639516,2,2/28/2016,0,0,4,26,9,22,0.327356449,2,3,6,2,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_05,9/4/2016,1/29/2017,7/30/2017,FALSE,NA,NA,0.058775714,0.053877738,4,8/28/2016,0,0,24,48,21,56,0.824905003,2,3,3,1,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_06,9/17/2017,12/24/2017,1/14/2018,FALSE,NA,NA,0.014693928,0.014693928,1,7/30/2017,0,0,7,18,14,6,0.08816357,1,2,2,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_07,2/4/2018,2/11/2018,3/4/2018,FALSE,NA,NA,0.014517062,0.009678042,1,1/14/2018,0,0,3,5,1,2,0.029034125,2,2,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_08,4/1/2018,4/29/2018,7/8/2018,FALSE,NA,NA,0.029034125,0.014517062,2,3/4/2018,0,0,4,15,4,6,0.087102374,1,4,4,1,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_09,10/7/2018,10/21/2018,11/18/2018,FALSE,NA,NA,0,0.004839021,0,7/8/2018,0,0,13,7,2,2,0.029034125,1,2,2,1,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_10,2/3/2019,2/10/2019,2/24/2019,FALSE,NA,NA,0.01433746,0.004779153,1,11/18/2018,0,0,11,4,1,1,0.01433746,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
GO,GO_wave_11,3/24/2019,3/31/2019,4/14/2019,FALSE,NA,NA,0.01433746,0.004779153,1,2/24/2019,0,0,4,4,1,1,0.01433746,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
GO,GO_wave_12,6/9/2019,6/16/2019,6/30/2019,FALSE,NA,NA,0.01433746,0.004779153,1,4/14/2019,0,0,8,4,1,1,0.01433746,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
GO,GO_wave_13,10/27/2019,11/3/2019,11/17/2019,FALSE,NA,NA,0.01433746,0.004779153,1,6/30/2019,0,0,17,4,1,1,0.01433746,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases; one week contains >=80% of early-window cases (backlog screen)
GO,GO_wave_14,1/17/2021,5/23/2021,8/29/2021,FALSE,NA,NA,0.280349439,0.313056873,20,11/17/2019,0,0,58,33,18,304,4.261311469,5,7,13,2,3,5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
GO,GO_wave_15,11/28/2021,3/27/2022,12/18/2022,FALSE,1,FALSE,2.888385828,2.670831127,208,8/29/2021,0.018689963,0.059701493,19,56,17,4122,57.25444087,103,187,387,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
GO,GO_wave_16,12/25/2022,5/7/2023,10/1/2023,FALSE,2,TRUE,1.457152232,1.484645671,106,12/18/2022,0.060174705,0.040531358,29,41,19,1901,26.13307215,58,123,205,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
GO,GO_wave_17,11/12/2023,3/3/2024,10/13/2024,FALSE,3,TRUE,6.761460437,6.883901371,497,10/1/2023,0.123720473,0.083333333,17,49,16,10985,149.5699347,213,523,872,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
GO,GO_wave_18,10/20/2024,5/11/2025,9/14/2025,FALSE,4,TRUE,1.25275657,1.342559908,93,10/13/2024,0.122440933,0.091199605,22,48,29,1988,26.80495854,57,98,132,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
GO,GO_wave_19,9/21/2025,12/7/2025,NA,TRUE,NA,NA,0.444526525,0.529839696,33,9/14/2025,0.098783672,0.186440678,7,15,11,316,4.256678236,39,66,91,4,6,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cumulative incidence below 5/100k,NA
MA,MA_wave_01,3/22/2015,4/26/2015,6/7/2015,FALSE,NA,NA,0,0.019517671,0,3/15/2015,0,NA,NA,12,5,7,0.102467775,2,4,6,1,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fewer than 100 total cases and cumulative incidence below 5/100k,too few nonzero raw incidence weeks; fewer than 30 raw cases
MA,MA_wave_02,2/28/2016,4/24/2016,10/2/2016,FALSE,1,FALSE,12.67505046,12.19912902,870,6/7/2015,0,0,23,32,8,7016,102.216269,724,1561,3006,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
MA,MA_wave_03,12/25/2016,4/9/2017,12/3/2017,FALSE,2,TRUE,4.208769479,4.8473414,290,10/2/2016,0.024281706,0.005009283,31,50,15,5048,73.26234326,158,371,695,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA
MA,MA_wave_04,12/17/2017,4/29/2018,12/9/2018,FALSE,3,TRUE,0.37588463,0.380703664,26,12/3/2017,0.067727325,0.177900376,4,52,19,522,7.547724744,39,74,89,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA
