state,calendar_year,wave_id,wave_order,is_recurrence,onset_week,peak_week,end_week,total_cases,cumulative_incidence_per_100k,weeks_since_previous_wave,previous_wave_total_cases,preceding_trough_ratio,re6_prefit_eligible,re6_fit_status,re6_fit_pass,re6_analysis_usable,Re_early_4_median,Re_early_4_q025,Re_early_4_q975,Re_early_6_median,Re_early_6_q025,Re_early_6_q975,Re_early_8_median,Re_early_8_q025,Re_early_8_q975,susceptibility_timing_status,S_onset_q025,S_onset_q25,S_onset_median,S_onset_q75,S_onset_q975,usable,n_major_waves,event_status,map_Re
PB,2017,PB_wave_05,3,TRUE,2017-12-31,2018-06-10,2018-12-16,621,15.49410115,14,1368,0.196440288,TRUE,fitted,TRUE,TRUE,1.4322267349620663,0.8871617981770515,2.365517457656239,1.2166451451471605,0.7851600119738364,1.9310313684066915,1.3398232736927396,0.9096024247361608,2.013162669014965,retrospective_smoothed,0.9516747219496178,0.9651669739065594,0.9706722272772929,0.976438444886551,0.9863535851024868,TRUE,1,recurrent_usable,1.2166451451471605
PB,2018,PB_wave_06,4,TRUE,2018-12-30,2019-04-21,2020-01-26,1137,28.15132487,14,621,0.097560976,TRUE,fitted,TRUE,TRUE,1.9968104871156211,1.2275228868823984,3.267293102413268,1.7353128570605485,1.1274166982187386,2.6837155457480852,1.4716046525031918,0.9886875514310356,2.2248889466039063,retrospective_smoothed,0.9423650777059324,0.956241129112237,0.9634956314376384,0.9709959219817716,0.9823215276523012,TRUE,1,recurrent_usable,1.7353128570605485
PB,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PB,2020,PB_wave_07,5,TRUE,2020-03-08,2020-07-05,2020-12-20,1208,29.71757236,42,1137,0.125209295,TRUE,fitted,TRUE,TRUE,1.1118515375856095,0.6815729871095576,1.8315208424167184,1.1764244407012772,0.7569301923822344,1.848170554260973,1.3119027116874205,0.89178241441444706,1.9617264047676528,retrospective_smoothed,0.9303880742794534,0.946294312045999,0.9548905710473808,0.9643144541192864,0.9772352103814108,TRUE,1,recurrent_usable,1.1764244407012772
PB,2021,PB_wave_08,6,TRUE,2021-01-03,2021-07-04,2021-12-26,9266,226.6754375,14,1208,0.057377049,TRUE,fitted,TRUE,TRUE,3.687464533443075,2.5462986633103584,5.52951629608498,3.079000862611397,2.163342539500812,4.6107458409846105,2.624377241604912,1.916745712935665,3.695237108506308,retrospective_smoothed,0.920094517682178,0.937543857074564,0.9469828010397864,0.9581422700863624,0.9731221921272136,TRUE,1,recurrent_usable,3.079000862611397
PB,2022,PB_wave_09,7,TRUE,2022-01-23,2022-05-08,2022-12-18,16641,405.2823825,28,9266,0.103351036,TRUE,fitted,TRUE,TRUE,2.120014154107646,1.462925283367611,3.1551332208068827,1.9309390836386304,1.387289090446952,2.8081508158289092,1.7932509357183186,1.3316585219463493,2.509371801514362,retrospective_smoothed,0.904934612688414,0.9233095303070058,0.9322252877813512,0.941365507681634,0.9577975655135886,TRUE,2,recurrent_usable,1.9309390836386304
PB,2023,PB_wave_11,9,TRUE,2023-12-24,2024-03-03,2024-09-15,1392,33.58543422,7,1260,0.16025641,TRUE,fitted,TRUE,TRUE,1.204708996777773,0.7687873681434939,1.8990670525633015,1.276804328784023,0.872982648238278,1.935575107390108,1.3920545242998408,1.000689716508415,1.9753709832119868,retrospective_smoothed,0.87057819376831,0.8927049249901932,0.903613951064276,0.9129404924837228,0.928237007432484,TRUE,1,recurrent_usable,1.276804328784023
PB,2024,PB_wave_12,10,TRUE,2024-09-29,2025-02-02,2025-12-28,716,17.21288098,14,1392,0.223263788,TRUE,fitted,TRUE,TRUE,1.5790669172322875,1.0277572983622263,2.497541043279128,1.3203079336311403,0.887336147525702,1.988713406881195,1.1857152768589307,0.8264032060805357,1.742116512326765,retrospective_smoothed,0.8643530210646101,0.8858465575722345,0.8965845732337547,0.9061972908148144,0.9221212695172898,TRUE,1,recurrent_usable,1.3203079336311403
PB,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PE,2015,PE_wave_03,1,FALSE,2015-11-29,2016-02-28,2017-12-17,15850,171.0852679,NA,NA,0,TRUE,fitted,TRUE,TRUE,2.0691847599880404,1.403641989241479,3.1841286749328583,2.287163301891378,1.6169073007702293,3.3689012417675075,2.215932628027864,1.6189926892479476,3.097368545683004,retrospective_smoothed,0.9955256143061256,0.9970546366692962,0.9979984115123384,0.9989479979494752,0.9998320709911392,TRUE,1,first_usable,2.287163301891378
PE,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PE,2017,PE_wave_04,2,TRUE,2017-12-31,2018-05-06,2018-12-16,657,7.028680331,14,15850,0.186063126,TRUE,fitted,TRUE,TRUE,1.4106769943852393,0.8909319236904375,2.2981424734791576,1.2277604822911583,0.802584396369824,1.9114581083528033,1.1315668990170735,0.7819037065228749,1.664695287337948,retrospective_smoothed,0.951229441657702,0.9644599935697034,0.969578964119324,0.9746780052807626,0.9838884342075218,TRUE,1,recurrent_usable,1.2277604822911583
PE,2018,PE_wave_05,3,TRUE,2018-12-23,2019-09-08,2019-12-15,1360,14.47412509,7,657,0.037037037,TRUE,fitted,TRUE,TRUE,2.292495909349829,1.3408611139857578,3.908520492880236,1.7340372810314768,1.0617554288484208,2.8189507989652083,1.8824673460370227,1.2575185235962876,2.854816624470681,retrospective_smoothed,0.9427960227712904,0.9565090079241996,0.9627252797078296,0.968887701087784,0.9796830468555188,TRUE,1,recurrent_usable,1.7340372810314768
PE,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PE,2020,PE_wave_06,4,TRUE,2020-05-03,2020-07-05,2020-12-20,3005,31.83612774,140,1360,0.146496815,TRUE,fitted,TRUE,TRUE,1.937920837343687,1.29784836700029,3.0028920576687117,1.984028786984866,1.3973671480662035,2.927143387027515,1.918002788455314,1.4106526126403445,2.712536338545831,retrospective_smoothed,0.9318341227392382,0.947309465561406,0.9547241174234498,0.962258382922254,0.9748958604133258,TRUE,1,recurrent_usable,1.984028786984866
PE,2021,PE_wave_07,5,TRUE,2021-02-07,2021-05-30,2021-12-19,19884,209.9644188,49,3005,0.030744337,TRUE,fitted,TRUE,TRUE,1.3228128716232128,0.9078500942121116,2.007320411788907,1.4353950525841366,1.013628220802744,2.1108360148320977,1.3945870321814455,1.0153110892073776,1.9666147507632252,retrospective_smoothed,0.920551251596706,0.9381310623591071,0.946425824372488,0.9552037109209192,0.9695704616668572,TRUE,1,recurrent_usable,1.4353950525841366
PE,2022,PE_wave_08,6,TRUE,2022-01-16,2022-04-24,2022-12-18,13003,136.9742377,28,19884,0.012572636,TRUE,fitted,TRUE,TRUE,2.4897316126401514,1.7304443508899914,3.742497188275036,2.155492143726155,1.524907034931608,3.1595732872731435,2.005898210255574,1.4828667780437874,2.806654848573989,retrospective_smoothed,0.8993251281313022,0.9195733916067684,0.9287683741166094,0.937035461433376,0.950287672064698,TRUE,2,recurrent_usable,2.155492143726155
PE,2023,PE_wave_10,8,TRUE,2023-07-09,2024-03-10,2024-12-22,2218,23.26201153,14,778,0.128205128,TRUE,fitted,TRUE,TRUE,1.4692957805310995,0.9655157687563972,2.281112484345033,1.37170172306302,0.9354989282934068,2.068674709189474,1.2213152429567455,0.864774069551892,1.7918088462151942,retrospective_smoothed,0.8770056885277325,0.9000468649462496,0.9104370415216966,0.9204107446187794,0.9355298856409028,TRUE,1,recurrent_usable,1.37170172306302
PE,2024,PE_wave_11,9,TRUE,2024-12-29,2025-03-23,2025-12-28,1207,12.62309973,7,2218,0.177417494,TRUE,fitted,TRUE,TRUE,1.9222296970929984,1.2618051274191324,3.0166295096442814,1.6798093913898215,1.150984769807211,2.5491238846616047,1.6225581661862285,1.1528017259717702,2.338124181568735,retrospective_smoothed,0.8677647868833205,0.8909856891249043,0.901857843688838,0.911769574567796,0.9281908161046252,TRUE,1,recurrent_usable,1.6798093913898215
PE,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PI,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PI,2016,PI_wave_03,1,FALSE,2016-03-27,2016-05-08,2016-11-06,1200,36.68497451,NA,NA,0,TRUE,fitted,TRUE,TRUE,4.397527921365161,2.974089764284827,6.735170645063435,3.461448641112203,2.4009024016756473,5.101402581321242,2.890568143093903,2.072860442896083,4.1243952504563675,retrospective_smoothed,0.9837136010607654,0.9902856045209788,0.9949020833183848,0.99759181863805,0.9992920288838908,TRUE,1,first_usable,3.461448641112203
PI,2017,PI_wave_04,2,TRUE,2017-02-19,2017-05-21,2018-03-25,5541,168.6165412,105,1200,0.023391813,TRUE,fitted,TRUE,TRUE,1.7585320042978174,1.1809887870446962,2.7321737336915337,1.9568030191757968,1.366916626922546,2.9040762374448614,1.8833006998999475,1.3574968212061111,2.6715604136872044,retrospective_smoothed,0.9656173372750304,0.976177089410598,0.982478814313249,0.9886372562340175,0.99547392562152,TRUE,1,recurrent_usable,1.9568030191757968
PI,2018,PI_wave_05,3,TRUE,2018-04-08,2019-04-28,2019-09-08,1105,33.33863854,14,5541,0.137390843,TRUE,fitted,TRUE,TRUE,1.7088375970345049,1.111018850890285,2.703030729443671,1.4341829279473193,0.9628027685451532,2.201453713040806,1.2207589964876822,0.8491797635417955,1.778511497964142,retrospective_smoothed,0.9325990498946723,0.9521485406326916,0.9598105085979534,0.9666778273323136,0.9795377182449116,TRUE,1,recurrent_usable,1.4341829279473193
PI,2019,PI_wave_06,4,TRUE,2019-09-15,2020-05-10,2020-08-23,193,5.792667466,7,1105,0.173225692,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.9133696325736612,0.9342487059406654,0.9436798617023804,0.9528251868466175,0.9691539782275748,FALSE,1,major_re_unavailable,NA
PI,2020,PI_wave_07,5,TRUE,2020-09-13,2021-07-11,2021-10-24,237,7.081090498,21,193,0.034482759,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrospective_smoothed,0.9039191436972472,0.9259063203817668,0.9363430968730334,0.9474335090771115,0.9652479365898332,FALSE,1,major_re_unavailable,NA
PI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PI,2022,PI_wave_08,6,TRUE,2022-02-13,2022-04-24,2022-12-11,9343,278.3104059,112,237,0,TRUE,fitted,TRUE,TRUE,2.6104612915454997,1.8058764233970248,3.96148909379143,2.628016278395216,1.8792230696434544,3.872422103039903,2.412160532273276,1.7976057522067097,3.3331467108415502,retrospective_smoothed,0.8918121301073622,0.9159021270079812,0.928368619985781,0.94140206639718,0.9608750104113736,TRUE,1,recurrent_usable,2.628016278395216
PI,2023,PI_wave_09,7,TRUE,2023-01-08,2023-04-23,2023-10-01,3425,101.7564198,28,9343,0.025326531,TRUE,fitted,TRUE,TRUE,2.369677995565981,1.597609008348381,3.654144389925577,2.1136904323546313,1.4912225446254666,3.066140795909969,2.0082801386200977,1.4682807706783887,2.8335248714615044,retrospective_smoothed,0.861925763292114,0.8890433671227936,0.900888819124322,0.9114089979812554,0.9296865561767532,TRUE,2,recurrent_usable,2.1136904323546313
PI,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PI,2025,PI_wave_11,9,TRUE,2025-01-05,2025-05-11,2025-08-24,422,12.46843374,7,605,0.014530969,TRUE,fitted,TRUE,TRUE,3.0407716532357933,1.7265406555795677,5.3869868269308645,2.249155266105163,1.3790855702708862,3.675436388271516,2.077799862316757,1.3718099985789212,3.203317620065543,retrospective_smoothed,0.8377725416050114,0.8661406650115467,0.8784888679467118,0.8897588930694031,0.9083778910748268,TRUE,1,recurrent_usable,2.249155266105163
PR,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
PR,2023,PR_wave_17,1,FALSE,2023-01-22,2023-03-26,2023-11-05,1587,13.50194515,NA,NA,0,TRUE,fitted,TRUE,TRUE,2.003722334734676,1.2337056311023986,3.31563449207191,2.343476213922807,1.580632186384457,3.561796488253162,2.6454287158712244,1.8830074067822984,3.792595464997905,retrospective_smoothed,0.8666937718286297,0.911108299288316,0.9506924850708132,0.9747169655591604,0.9883096740719884,TRUE,1,first_usable,2.343476213922807
PR,2024,PR_wave_19,2,TRUE,2024-12-01,2025-03-23,2025-12-28,6230,52.40335351,392,1587,0.020833333,TRUE,fitted,TRUE,TRUE,2.1214951142198615,1.4081586577692768,3.3212888446128153,2.1906193612123026,1.5306553456008327,3.2464275761970263,2.0190678731347536,1.4695056222972973,2.840687239871607,retrospective_smoothed,0.842061047097904,0.8888910171231802,0.922071902429296,0.948568344150007,0.9701233313865648,TRUE,1,recurrent_usable,2.1906193612123026
PR,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RJ,2015,RJ_wave_04,1,FALSE,2015-12-06,2016-04-17,2016-09-11,1314,7.710227362,NA,NA,0,TRUE,fitted,TRUE,TRUE,2.1870933562988526,1.27887641080527,3.815324704653251,1.7907344032820705,1.106719491458759,2.9641901412356786,1.9122068538276484,1.2722572682819226,2.8952482197125566,retrospective_smoothed,0.9941645755221888,0.9964787803584456,0.9983663711546126,0.9994786870739044,1.0000043869458053,TRUE,1,first_usable,1.7907344032820705
RJ,2016,RJ_wave_05,2,TRUE,2016-12-04,2017-01-29,2017-10-29,3725,21.78432427,84,1314,0.051118211,TRUE,fitted,TRUE,TRUE,1.3245808789146016,0.8553449685600957,2.107010995788141,2.8136932364933,1.9813716899667455,4.151052820508581,2.537688818797947,1.8725536419879192,3.5297604124448365,retrospective_smoothed,0.9683255527159108,0.978992890746712,0.9872302714618753,0.9942320793081236,0.998203774044662,TRUE,1,recurrent_usable,2.8136932364933
RJ,2017,RJ_wave_06,3,TRUE,2017-12-31,2018-05-06,2018-09-09,27994,163.2423681,63,3725,0.150984683,TRUE,fitted,TRUE,TRUE,2.038313671469968,1.4135677872223855,3.0613566446314855,1.8000551227484034,1.262434719281696,2.655080127082135,1.7264859488405335,1.261738385334174,2.4316559403985787,retrospective_smoothed,0.9521785726463712,0.9668252714530424,0.9774486388396428,0.9880467980195948,0.995292977206896,TRUE,1,recurrent_usable,1.8000551227484034
RJ,2018,RJ_wave_07,4,TRUE,2018-12-30,2019-05-05,2020-12-20,81292,472.7812533,112,27994,0.155489205,TRUE,fitted,TRUE,TRUE,1.8071733924602416,1.2447365615552417,2.725939689615548,1.5210606445803867,1.0816079289492058,2.225350018678889,1.3990588530435293,1.023727129364608,1.963014457913692,retrospective_smoothed,0.9293585737517638,0.9495177483260416,0.9577621110395896,0.9656039700276028,0.9796980414103152,TRUE,1,recurrent_usable,1.5210606445803867
RJ,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RJ,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RJ,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RJ,2023,RJ_wave_10,5,TRUE,2023-01-29,2024-04-07,2024-10-20,4476,25.9954553,770,81292,0.2,TRUE,fitted,TRUE,TRUE,1.0465651209083475,0.6719258020561292,1.6776876408094168,1.159856998096124,0.7748620570879136,1.7668143777172278,1.2099969512474409,0.8505479925019132,1.7432127271778104,retrospective_smoothed,0.8517768593270908,0.8868329157839336,0.9003484378558857,0.9127067670660196,0.9320099425544592,TRUE,1,recurrent_usable,1.159856998096124
RJ,2024,RJ_wave_11,6,TRUE,2024-11-03,2025-02-09,2025-12-28,1836,10.66020078,14,4476,0.103702219,TRUE,fitted,TRUE,TRUE,2.01654414055195,1.3758306564057117,3.0873260152191366,1.7280692722759765,1.1966236875019838,2.5846316065683808,1.3702627584821794,0.9917717366917956,1.9510660964447368,retrospective_smoothed,0.8404637619444325,0.8734791527015369,0.8867444268638418,0.8988888292329414,0.9183109608138468,TRUE,1,recurrent_usable,1.7280692722759765
RJ,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RN,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RN,2016,RN_wave_03,1,FALSE,2016-01-24,2016-05-08,2016-12-18,3561,106.5439402,NA,NA,0,TRUE,fitted,TRUE,TRUE,3.658608227083895,2.495419461425898,5.579136567877315,2.915973016595274,2.0301429457351756,4.33699736599314,2.576270867948228,1.865533881184669,3.64879625950911,retrospective_smoothed,0.986699138550673,0.9917997856932108,0.9949689227256776,0.9969514120753402,0.9989002097520157,TRUE,2,first_usable,2.915973016595274
RN,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RN,2018,RN_wave_05,3,TRUE,2018-02-18,2018-07-15,2018-10-28,1216,36.0241753,28,917,0.054282157,TRUE,fitted,TRUE,TRUE,3.301342240502646,2.139458993973666,5.20784470931176,2.256803429779369,1.4848215287642648,3.506484764704448,1.7863885685167196,1.230199955092422,2.6597227635866085,retrospective_smoothed,0.9562953895439528,0.9673093907550574,0.9726458185882308,0.97786596990546,0.9866723505556272,TRUE,1,recurrent_usable,2.256803429779369
RN,2019,RN_wave_06,4,TRUE,2019-03-03,2019-07-07,2019-12-08,6393,188.4487657,126,1216,0.03525641,TRUE,fitted,TRUE,TRUE,2.829188166072467,1.9096399963249189,4.411439541742187,2.2526398841878477,1.5612882004446016,3.3423851323371947,1.8988753786495924,1.3663026725244258,2.733673001161406,retrospective_smoothed,0.9440857251102792,0.9570503857739328,0.9634853547528828,0.9696961154715248,0.9804157119863236,TRUE,1,recurrent_usable,2.2526398841878477
RN,2020,RN_wave_07,5,TRUE,2020-01-19,2020-06-21,2020-12-13,3274,96.07884452,42,6393,0.080819895,TRUE,fitted,TRUE,TRUE,1.4477069419312243,0.9715422962005325,2.216528019744203,1.3513830149852566,0.9373767614570924,2.0296453486154653,1.516216357365923,1.0937752391559974,2.143885963621961,retrospective_smoothed,0.923348237381818,0.9401358564039126,0.947041457643397,0.9534955796571708,0.9651673991665616,TRUE,1,recurrent_usable,1.3513830149852566
RN,2021,RN_wave_08,6,TRUE,2021-02-21,2021-04-25,2021-10-17,2880,84.22574606,70,3274,0.030651341,TRUE,fitted,TRUE,TRUE,2.3286098150629475,1.57266257496407,3.522603472531339,2.084178939458636,1.4496540442028287,3.1026964937129513,1.8684629986019292,1.350186430984859,2.6619304419936083,retrospective_smoothed,0.9097897740862356,0.9270892934430716,0.9353772964627308,0.9426611371978204,0.9551441940618022,TRUE,2,recurrent_usable,2.084178939458636
RN,2022,RN_wave_10,8,TRUE,2022-12-25,2023-04-16,2023-09-03,556,16.18036806,7,5010,0.087513554,TRUE,fitted,TRUE,TRUE,1.5394441556885723,0.9608606847782136,2.5018013968236037,1.1174417478121537,0.7211065244539874,1.7653439267238529,0.9875731527152646,0.6523940124984587,1.5088735939744784,retrospective_smoothed,0.8787034709321664,0.9005765971147804,0.9105011293050684,0.9191763016171786,0.9341080512675034,TRUE,1,recurrent_usable,1.1174417478121537
RN,2023,RN_wave_11,9,TRUE,2023-09-10,2024-03-10,2024-12-15,1250,36.28336549,7,556,0.166666667,TRUE,fitted,TRUE,TRUE,1.3346028972359152,0.8361006288136584,2.160842915020923,1.13093721289113,0.7416665445871912,1.7532783798556273,1.039740131482601,0.7093146245837026,1.5540681409903756,retrospective_smoothed,0.8733310017140531,0.8945360630329241,0.904742824055495,0.9134608939297542,0.9289612903898736,TRUE,1,recurrent_usable,1.13093721289113
RN,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RN,2025,RN_wave_12,10,TRUE,2025-01-12,2025-08-03,2025-12-28,1235,35.74285519,28,1250,0.026041667,TRUE,fitted,TRUE,TRUE,1.7086279886617362,1.046794107799015,2.830953484400581,1.4034272648218162,0.8938950356257768,2.2432996263445473,1.273331893945859,0.869366528964937,1.907673112748112,retrospective_smoothed,0.8631074368796376,0.8851003382135075,0.8957514067423284,0.904851675951406,0.9211512831793808,TRUE,1,recurrent_usable,1.4034272648218162
RO,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2023,RO_wave_19,1,FALSE,2023-12-31,2024-03-03,2024-06-02,146,8.361079727,NA,NA,0,FALSE,not_attempted,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2.4021705798503605,1.5536417765948882,3.745378480503213,annual_shape_hmc_failed,NA,NA,NA,NA,NA,FALSE,1,major_re_unavailable,NA
RO,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RO,2025,RO_wave_22,2,TRUE,2025-01-12,2025-05-04,2025-12-28,4182,238.7054425,224,146,0,TRUE,fitted,TRUE,TRUE,4.3035980938025,2.796515249409966,6.743800093781163,3.636670170353693,2.480130081352603,5.457795613384501,3.083793552062968,2.195160658670326,4.446460431798083,annual_shape_hmc_failed,NA,NA,NA,NA,NA,TRUE,1,recurrent_usable,3.636670170353693
RR,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RR,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,no_major_wave,NA
RR,2017,RR_wave_03,1,FALSE,2017-01-29,2017-07-23,2018-01-21,3910,693.2322578,NA,NA,0,TRUE,fitted,TRUE,TRUE,1.8648007517606944,1.2379350706217778,2.8691755458100223,1.7062771432678572,1.1766453091622644,2.555758235145154,1.5147691724619068,1.075952828089676,2.2022528246015094,annual_shape_hmc_failed,NA,NA,NA,NA,NA,TRUE,1,first_usable,1.7062771432678572
