state,wave_id,wave_order,is_recurrence,onset_week,onset_year,Re_early_6_median,Re_early_6_q025,Re_early_6_q975,Re_early_4_median,Re_early_8_median,S_prop,S_prop_q025,S_prop_q975,susceptibility_source,susceptibility_time_resolution,temp_pre6_2,precip_pre6_2,temp_pre4_1,precip_pre4_1,temp_pre8_4,precip_pre8_4,weeks_since_previous_wave,previous_wave_total_cases
PB,PB_wave_10,8,TRUE,2022-12-25,2022,1.3801155990768956,0.9214301748810948,2.110550266852154,1.31130872265619,1.2402299277348616,0.9107398325033904,0.8765250252457261,0.9350196428215704,M0_mean_preserving_annual_shape,weekly_at_onset,26.281842084722413,45.125881249857244,26.2881786331438,43.797897976224355,26.30004469267565,48.97340023524717,7,16641
PB,PB_wave_11,9,TRUE,2023-12-24,2023,1.276804328784023,0.872982648238278,1.935575107390108,1.204708996777773,1.3920545242998408,0.903613951064276,0.87057819376831,0.928237007432484,M0_mean_preserving_annual_shape,weekly_at_onset,27.159249833461132,21.464893205404767,26.87325769555633,39.95891625268388,27.082728937557256,19.71939098992534,7,1260
PB,PB_wave_12,10,TRUE,2024-09-29,2024,1.3203079336311403,0.887336147525702,1.988713406881195,1.5790669172322875,1.1857152768589307,0.8965845732337547,0.8643530210646101,0.9221212695172898,M0_mean_preserving_annual_shape,weekly_at_onset,24.573035488798826,25.352776597300018,24.892799713863454,17.56371881949979,24.392699030131226,22.513853078011746,14,1392
PE,PE_wave_03,1,FALSE,2015-11-29,2015,2.287163301891378,1.6169073007702293,3.3689012417675075,2.0691847599880404,2.215932628027864,0.9979984115123384,0.9955256143061256,0.9998320709911392,M0_mean_preserving_annual_shape,weekly_at_onset,25.979342478988492,17.085421868272768,26.42523427481965,14.147436621348643,25.509309008327904,24.012253273100143,NA,NA
PE,PE_wave_04,2,TRUE,2017-12-31,2017,1.2277604822911583,0.802584396369824,1.9114581083528033,1.4106769943852393,1.1315668990170735,0.969578964119324,0.951229441657702,0.9838884342075218,M0_mean_preserving_annual_shape,weekly_at_onset,26.296014725260196,33.41749624505246,26.404668096664743,31.167117035777082,26.04198214211089,27.75626589470369,14,15850
PE,PE_wave_05,3,TRUE,2018-12-23,2018,1.7340372810314768,1.0617554288484208,2.8189507989652083,2.292495909349829,1.8824673460370227,0.9627252797078296,0.9427960227712904,0.9796830468555188,M0_mean_preserving_annual_shape,weekly_at_onset,25.81202912964752,67.79739835176626,25.595017889323266,60.40013668582513,25.986574546486693,51.19374929470767,7,657
PE,PE_wave_06,4,TRUE,2020-05-03,2020,1.984028786984866,1.3973671480662035,2.927143387027515,1.937920837343687,1.918002788455314,0.9547241174234498,0.9318341227392382,0.9748958604133258,M0_mean_preserving_annual_shape,weekly_at_onset,25.924504018489618,150.8517663970457,25.715798559559744,111.20050730853431,26.214496394506245,140.64715848491483,140,1360
PE,PE_wave_07,5,TRUE,2021-02-07,2021,1.4353950525841366,1.013628220802744,2.1108360148320977,1.3228128716232128,1.3945870321814455,0.946425824372488,0.920551251596706,0.9695704616668572,M0_mean_preserving_annual_shape,weekly_at_onset,26.065485796246627,43.56989567429899,26.116855728880573,36.24056996059416,26.313023687569263,34.131989433580344,49,3005
PE,PE_wave_08,6,TRUE,2022-01-16,2022,2.155492143726155,1.524907034931608,3.1595732872731435,2.4897316126401514,2.005898210255574,0.9287683741166094,0.8993251281313022,0.950287672064698,M0_mean_preserving_annual_shape,weekly_at_onset,26.260259494293933,70.30167093359215,26.060039039660705,70.9979584247993,26.728739985632348,54.465407007143526,28,19884
PE,PE_wave_09,7,TRUE,2022-12-25,2022,1.290659641912537,0.8745235672554967,1.9644651423054305,1.3339833781484307,1.224566747792191,0.9150969298280072,0.881198963943976,0.9399362138626028,M0_mean_preserving_annual_shape,weekly_at_onset,25.599799298689877,69.1640306077491,25.668740066285164,66.56575439205236,25.516877650279092,87.1612731466432,7,13003
PE,PE_wave_10,8,TRUE,2023-07-09,2023,1.37170172306302,0.9354989282934068,2.068674709189474,1.4692957805310995,1.2213152429567455,0.9104370415216966,0.8770056885277325,0.9355298856409028,M0_mean_preserving_annual_shape,weekly_at_onset,23.832119986216533,135.81144546110116,23.293416133712178,130.44433889454055,24.563253905252083,102.89690560168968,14,778
