uf,ensemble_id,population_valid_member
AP,84,809802.386247158
TO,84,1694476.827267029
MA,84,6976988.781082074
PI,84,3445902.713711337
CE,84,9231781.187078971
RN,84,3507821.7576041836
PB,84,3955894.870931454
PE,84,8629317.96753044
AL,84,3240735.70037111
SE,84,2355418.1888673343
BA,84,11954097.590811327
MG,84,21621219.42816297
ES,84,3526464.369977629
RJ,84,14734392.121075094
SP,84,44800008.41187476
PR,84,11565177.68314045
SC,84,6731200.931452617
RS,84,11148654.159974465
MS,84,3016644.6672508125
MT,84,3856895.956432085
GO,84,7355714.437435157
DF,84,3202296.1569077363
RO,85,1847002.224805989
AC,85,1043746.7574866614
AM,85,4421603.470109693
RR,85,642204.9111020697
PA,85,9101773.136145487
AP,85,809802.386247158
TO,85,1694476.827267029
MA,85,6976988.781082074
PI,85,3445902.713711337
CE,85,9231781.187078971
RN,85,3507821.7576041836
PB,85,3955894.870931454
PE,85,8629317.96753044
AL,85,3240735.70037111
SE,85,2355418.1888673343
BA,85,11954097.590811327
MG,85,21621219.42816297
ES,85,3526464.369977629
RJ,85,14734392.121075094
SP,85,44800008.41187476
PR,85,11565177.68314045
SC,85,6731200.931452617
RS,85,11148654.159974465
MS,85,3016644.6672508125
MT,85,3856895.956432085
GO,85,7355714.437435157
DF,85,3202296.1569077363
RO,86,1847002.224805989
AC,86,1043746.7574866614
AM,86,4421603.470109693
RR,86,642204.9111020697
PA,86,9101773.136145487
AP,86,809802.386247158
TO,86,1694476.827267029
MA,86,6976988.781082074
PI,86,3445902.713711337
CE,86,9231781.187078971
RN,86,3507821.7576041836
PB,86,3955894.870931454
PE,86,8629317.96753044
AL,86,3240735.70037111
SE,86,2355418.1888673343
BA,86,11954097.590811327
MG,86,21621219.42816297
ES,86,3526464.369977629
RJ,86,14734392.121075094
SP,86,44800008.41187476
PR,86,11565177.68314045
SC,86,6731200.931452617
RS,86,11148654.159974465
MS,86,3016644.6672508125
MT,86,3856895.956432085
GO,86,7355714.437435157
DF,86,3202296.1569077363
RO,87,1847002.224805989
AC,87,1043746.7574866614
AM,87,4421603.470109693
RR,87,642204.9111020697
PA,87,9101773.136145487
AP,87,809802.386247158
TO,87,1694476.827267029
MA,87,6976988.781082074
PI,87,3445902.713711337
CE,87,9231781.187078971
RN,87,3507821.7576041836
PB,87,3955894.870931454
PE,87,8629317.96753044
AL,87,3240735.70037111
SE,87,2355418.1888673343
BA,87,11954097.590811327
MG,87,21621219.42816297
ES,87,3526464.369977629
RJ,87,14734392.121075094
SP,87,44800008.41187476
PR,87,11565177.68314045
SC,87,6731200.931452617
RS,87,11148654.159974465
MS,87,3016644.6672508125
MT,87,3856895.956432085
GO,87,7355714.437435157
DF,87,3202296.1569077363
RO,88,1847002.224805989
AC,88,1043746.7574866614
AM,88,4421603.470109693
RR,88,642204.9111020697
PA,88,9101773.136145487
AP,88,809802.386247158
TO,88,1694476.827267029
MA,88,6976988.781082074
PI,88,3445902.713711337
CE,88,9231781.187078971
RN,88,3507821.7576041836
PB,88,3955894.870931454
PE,88,8629317.96753044
AL,88,3240735.70037111
SE,88,2355418.1888673343
BA,88,11954097.590811327
MG,88,21621219.42816297
ES,88,3526464.369977629
RJ,88,14734392.121075094
SP,88,44800008.41187476
PR,88,11565177.68314045
SC,88,6731200.931452617
RS,88,11148654.159974465
MS,88,3016644.6672508125
MT,88,3856895.956432085
GO,88,7355714.437435157
DF,88,3202296.1569077363
RO,89,1847002.224805989
AC,89,1043746.7574866614
AM,89,4421603.470109693
RR,89,642204.9111020697
PA,89,9101773.136145487
AP,89,809802.386247158
TO,89,1694476.827267029
MA,89,6976988.781082074
PI,89,3445902.713711337
CE,89,9231781.187078971
RN,89,3507821.7576041836
PB,89,3955894.870931454
PE,89,8629317.96753044
AL,89,3240735.70037111
SE,89,2355418.1888673343
BA,89,11954097.590811327
MG,89,21621219.42816297
ES,89,3526464.369977629
RJ,89,14734392.121075094
SP,89,44800008.41187476
PR,89,11565177.68314045
SC,89,6731200.931452617
RS,89,11148654.159974465
MS,89,3016644.6672508125
MT,89,3856895.956432085
GO,89,7355714.437435157
DF,89,3202296.1569077363
RO,90,1847002.224805989
AC,90,1043746.7574866614
AM,90,4421603.470109693
RR,90,642204.9111020697
PA,90,9101773.136145487
AP,90,809802.386247158
TO,90,1694476.827267029
MA,90,6976988.781082074
PI,90,3445902.713711337
CE,90,9231781.187078971
RN,90,3507821.7576041836
PB,90,3955894.870931454
PE,90,8629317.96753044
AL,90,3240735.70037111
SE,90,2355418.1888673343
BA,90,11954097.590811327
MG,90,21621219.42816297
ES,90,3526464.369977629
RJ,90,14734392.121075094
SP,90,44800008.41187476
PR,90,11565177.68314045
SC,90,6731200.931452617
RS,90,11148654.159974465
MS,90,3016644.6672508125
MT,90,3856895.956432085
GO,90,7355714.437435157
DF,90,3202296.1569077363
RO,91,1847002.224805989
AC,91,1043746.7574866614
AM,91,4421603.470109693
RR,91,642204.9111020697
PA,91,9101773.136145487
AP,91,809802.386247158
TO,91,1694476.827267029
MA,91,6976988.781082074
PI,91,3445902.713711337
CE,91,9231781.187078971
RN,91,3507821.7576041836
PB,91,3955894.870931454
PE,91,8629317.96753044
AL,91,3240735.70037111
SE,91,2355418.1888673343
BA,91,11954097.590811327
MG,91,21621219.42816297
ES,91,3526464.369977629
RJ,91,14734392.121075094
SP,91,44800008.41187476
PR,91,11565177.68314045
SC,91,6731200.931452617
RS,91,11148654.159974465
MS,91,3016644.6672508125
MT,91,3856895.956432085
GO,91,7355714.437435157
DF,91,3202296.1569077363
RO,92,1847002.224805989
AC,92,1043746.7574866614
AM,92,4421603.470109693
RR,92,642204.9111020697
PA,92,9101773.136145487
AP,92,809802.386247158
TO,92,1694476.827267029
MA,92,6976988.781082074
PI,92,3445902.713711337
CE,92,9231781.187078971
RN,92,3507821.7576041836
PB,92,3955894.870931454
PE,92,8629317.96753044
AL,92,3240735.70037111
SE,92,2355418.1888673343
BA,92,11954097.590811327
MG,92,21621219.42816297
ES,92,3526464.369977629
RJ,92,14734392.121075094
SP,92,44800008.41187476
PR,92,11565177.68314045
SC,92,6731200.931452617
RS,92,11148654.159974465
MS,92,3016644.6672508125
MT,92,3856895.956432085
GO,92,7355714.437435157
DF,92,3202296.1569077363
RO,93,1847002.224805989
AC,93,1043746.7574866614
AM,93,4421603.470109693
RR,93,642204.9111020697
PA,93,9101773.136145487
AP,93,809802.386247158
TO,93,1694476.827267029
MA,93,6976988.781082074
PI,93,3445902.713711337
CE,93,9231781.187078971
RN,93,3507821.7576041836
PB,93,3955894.870931454
PE,93,8629317.96753044
AL,93,3240735.70037111
SE,93,2355418.1888673343
BA,93,11954097.590811327
MG,93,21621219.42816297
ES,93,3526464.369977629
RJ,93,14734392.121075094
SP,93,44800008.41187476
PR,93,11565177.68314045
SC,93,6731200.931452617
RS,93,11148654.159974465
MS,93,3016644.6672508125
MT,93,3856895.956432085
GO,93,7355714.437435157
DF,93,3202296.1569077363
RO,94,1847002.224805989
AC,94,1043746.7574866614
AM,94,4421603.470109693
RR,94,642204.9111020697
PA,94,9101773.136145487
AP,94,809802.386247158
TO,94,1694476.827267029
MA,94,6976988.781082074
PI,94,3445902.713711337
CE,94,9231781.187078971
RN,94,3507821.7576041836
PB,94,3955894.870931454
PE,94,8629317.96753044
AL,94,3240735.70037111
SE,94,2355418.1888673343
BA,94,11954097.590811327
MG,94,21621219.42816297
ES,94,3526464.369977629
RJ,94,14734392.121075094
SP,94,44800008.41187476
PR,94,11565177.68314045
SC,94,6731200.931452617
RS,94,11148654.159974465
MS,94,3016644.6672508125
MT,94,3856895.956432085
GO,94,7355714.437435157
DF,94,3202296.1569077363
RO,95,1847002.224805989
AC,95,1043746.7574866614
AM,95,4421603.470109693
RR,95,642204.9111020697
PA,95,9101773.136145487
AP,95,809802.386247158
TO,95,1694476.827267029
MA,95,6976988.781082074
PI,95,3445902.713711337
CE,95,9231781.187078971
RN,95,3507821.7576041836
PB,95,3955894.870931454
PE,95,8629317.96753044
AL,95,3240735.70037111
SE,95,2355418.1888673343
BA,95,11954097.590811327
MG,95,21621219.42816297
ES,95,3526464.369977629
RJ,95,14734392.121075094
SP,95,44800008.41187476
PR,95,11565177.68314045
SC,95,6731200.931452617
RS,95,11148654.159974465
MS,95,3016644.6672508125
MT,95,3856895.956432085
GO,95,7355714.437435157
DF,95,3202296.1569077363
RO,96,1847002.224805989
AC,96,1043746.7574866614
AM,96,4421603.470109693
RR,96,642204.9111020697
PA,96,9101773.136145487
AP,96,809802.386247158
TO,96,1694476.827267029
MA,96,6976988.781082074
PI,96,3445902.713711337
CE,96,9231781.187078971
RN,96,3507821.7576041836
PB,96,3955894.870931454
PE,96,8629317.96753044
AL,96,3240735.70037111
SE,96,2355418.1888673343
BA,96,11954097.590811327
MG,96,21621219.42816297
ES,96,3526464.369977629
RJ,96,14734392.121075094
SP,96,44800008.41187476
PR,96,11565177.68314045
SC,96,6731200.931452617
RS,96,11148654.159974465
MS,96,3016644.6672508125
MT,96,3856895.956432085
GO,96,7355714.437435157
DF,96,3202296.1569077363
RO,97,1847002.224805989
AC,97,1043746.7574866614
AM,97,4421603.470109693
RR,97,642204.9111020697
PA,97,9101773.136145487
AP,97,809802.386247158
TO,97,1694476.827267029
MA,97,6976988.781082074
PI,97,3445902.713711337
CE,97,9231781.187078971
RN,97,3507821.7576041836
PB,97,3955894.870931454
PE,97,8629317.96753044
AL,97,3240735.70037111
SE,97,2355418.1888673343
BA,97,11954097.590811327
MG,97,21621219.42816297
ES,97,3526464.369977629
RJ,97,14734392.121075094
SP,97,44800008.41187476
PR,97,11565177.68314045
SC,97,6731200.931452617
RS,97,11148654.159974465
MS,97,3016644.6672508125
MT,97,3856895.956432085
GO,97,7355714.437435157
DF,97,3202296.1569077363
RO,98,1847002.224805989
AC,98,1043746.7574866614
AM,98,4421603.470109693
RR,98,642204.9111020697
PA,98,9101773.136145487
AP,98,809802.386247158
TO,98,1694476.827267029
MA,98,6976988.781082074
PI,98,3445902.713711337
CE,98,9231781.187078971
RN,98,3507821.7576041836
PB,98,3955894.870931454
PE,98,8629317.96753044
AL,98,3240735.70037111
SE,98,2355418.1888673343
BA,98,11954097.590811327
MG,98,21621219.42816297
ES,98,3526464.369977629
RJ,98,14734392.121075094
SP,98,44800008.41187476
PR,98,11565177.68314045
SC,98,6731200.931452617
RS,98,11148654.159974465
MS,98,3016644.6672508125
MT,98,3856895.956432085
GO,98,7355714.437435157
DF,98,3202296.1569077363
RO,99,1847002.224805989
AC,99,1043746.7574866614
AM,99,4421603.470109693
RR,99,642204.9111020697
PA,99,9101773.136145487
AP,99,809802.386247158
TO,99,1694476.827267029
MA,99,6976988.781082074
PI,99,3445902.713711337
CE,99,9231781.187078971
RN,99,3507821.7576041836
PB,99,3955894.870931454
PE,99,8629317.96753044
AL,99,3240735.70037111
SE,99,2355418.1888673343
BA,99,11954097.590811327
MG,99,21621219.42816297
ES,99,3526464.369977629
RJ,99,14734392.121075094
SP,99,44800008.41187476
PR,99,11565177.68314045
SC,99,6731200.931452617
RS,99,11148654.159974465
MS,99,3016644.6672508125
MT,99,3856895.956432085
GO,99,7355714.437435157
DF,99,3202296.1569077363
RO,100,1847002.224805989
AC,100,1043746.7574866614
AM,100,4421603.470109693
RR,100,642204.9111020697
PA,100,9101773.136145487
AP,100,809802.386247158
TO,100,1694476.827267029
MA,100,6976988.781082074
PI,100,3445902.713711337
CE,100,9231781.187078971
RN,100,3507821.7576041836
PB,100,3955894.870931454
PE,100,8629317.96753044
AL,100,3240735.70037111
SE,100,2355418.1888673343
BA,100,11954097.590811327
MG,100,21621219.42816297
ES,100,3526464.369977629
RJ,100,14734392.121075094
SP,100,44800008.41187476
PR,100,11565177.68314045
SC,100,6731200.931452617
RS,100,11148654.159974465
MS,100,3016644.6672508125
MT,100,3856895.956432085
GO,100,7355714.437435157
DF,100,3202296.1569077363
