fit_id,year,observed_cases,lambda_q025,lambda_median,lambda_q975,weight_q025,weight_median,weight_q975,attack_prob_q025,attack_prob_median,attack_prob_q975,latent_infections_q025,latent_infections_median,latent_infections_q975,S_start_prop_q025,S_start_prop_median,S_start_prop_q975,S_end_prop_q025,S_end_prop_median,S_end_prop_q975,expected_cases_median,predicted_cases_q025,predicted_cases_median,predicted_cases_q975
M1v2_SHAPE_s0_75,2017,107387,0.00730752727182251,0.019539455787494785,0.08894768391953534,0.6486715032010055,1.5469763106627465,6.4565468781148425,0.007280892206375728,0.019349797894739215,0.08510656403701342,63645.346328120526,167441.42986080667,742214.2522478747,0.95949566285376,0.9781854965521075,0.9924789351716037,0.8972154598253136,0.9552787687430893,0.9758653989100826,28294.472011734964,6,34700.5,134722.975
M1v2_SHAPE_s0_75,2018,1481,0.0010903527606886722,0.009395832303011487,0.020374084750300135,0.08512446046461142,0.7793708618927462,1.5458479432487426,0.0010897585419711823,0.009351829390591537,0.02016793548162668,8935.348707354327,80151.28894062119,173302.15698418304,0.8972154598253136,0.9552787687430893,0.9758653989100826,0.8952036739874136,0.9447819778137442,0.9671582596350785,14054.513578046226,0,4153,78236.70000000001
M1v2_SHAPE_s0_75,2019,1205,0.0010065855073537351,0.009372410854353513,0.01977811128848117,0.07992510619149527,0.7835749177522405,1.4773331190506558,0.0010060790700929499,0.009328626704924237,0.019583807539806843,8342.029249179664,79685.9404444842,165710.02323325758,0.8952036739874136,0.9447819778137442,0.9671582596350785,0.8915210537193432,0.9353271739386791,0.9593920700529754,14134.396745590533,0,4351,77424
M1v2_SHAPE_s0_75,2020,1017,8.527464308331812e-4,0.009051219214468297,0.020573039346291472,0.0670831890757868,0.7583519956047118,1.5152217260833807,8.523829455777776e-4,0.00901038022956218,0.02036285814889316,7057.889383513155,76701.087088573,170100.63307823948,0.8915210537193432,0.9353271739386791,0.9593920700529754,0.8878732360531316,0.9267031147933067,0.9522096299661484,13663.71220044512,0,3653,72387.32500000001
M1v2_SHAPE_s0_75,2021,1318,0.0010255838176439892,0.009284906936554836,0.020081171224060383,0.08033320235830184,0.7776119331521085,1.533983300243079,0.0010250580822252378,0.009241935286548101,0.01988088738872557,8612.227106495517,78659.48779309877,167751.88453481512,0.8878732360531316,0.9267031147933067,0.9522096299661484,0.8831451140190779,0.9187369204221973,0.9452974380387267,13919.246609734058,0,4065.5,75240.15000000004
M1v2_SHAPE_s0_75,2022,50986,0.005709520889415554,0.01558925408725369,0.04909821882172039,0.48714481704161794,1.225140430821941,3.7186204840049126,0.0056932525349563294,0.015468370640523551,0.04791238776945901,47680.106255277715,129765.67015916287,402155.56484248093,0.8831451140190779,0.9187369204221973,0.9452974380387267,0.8584734806964498,0.9030174849978344,0.9330539712273859,21684.111600988508,2,19228,97662.07500000001
M1v2_SHAPE_s0_75,2023,2008,0.0012168085693412853,0.009643635958582777,0.022181348925247816,0.10151870244227171,0.8058297645735261,1.6660726856703258,0.0012160685577494626,0.009597285215983927,0.0219371515431747,10049.271477281774,80599.67005694177,181874.35453313327,0.8584734806964498,0.9030174849978344,0.9330539712273859,0.8528258744411031,0.8948915234831311,0.9253733212380162,14177.82400488299,0,4847.5,83307.25
M1v2_SHAPE_s0_75,2024,892,9.618868978557562e-4,0.009219836959967694,0.019633930192584196,0.08033546971763193,0.7576674506052031,1.4871939169094919,9.614244301973616e-4,0.00917746455737184,0.01944243984447874,7865.195369034811,76137.26097330611,159541.09190671943,0.8528258744411031,0.8948915234831311,0.9253733212380162,0.8466740269444297,0.8882878648948969,0.9190555839498749,13268.886003089818,0,4014.5,76956.62500000003
M1v2_SHAPE_s0_75,2025,690,8.501338928644643e-4,0.008987291636274678,0.019327001564660464,0.06772935565913513,0.7432715269254541,1.4433524899943189,8.497726313160111e-4,0.008947026645277734,0.01914143229960581,6948.554834899931,73956.31357058998,154431.76256434442,0.8466740269444297,0.8882878648948969,0.9190555839498749,0.8403303856236903,0.881928492603703,0.9128300600727302,12914.817067902939,0,3280,75937.50000000007
M1v2_SHAPE_s1_0,2015,25,3.2501599326757724e-4,0.005091484904713583,0.01669760155069262,0.02822120578517126,0.4131860007220594,1.2278309674083197,3.2496318129119126e-4,0.0050785452651752674,0.016558969283162653,2855.416872104216,44624.636484378,145501.8999011744,1,1,1,0.983689121975346,0.9949975429662046,0.9996799055109103,7735.220082885836,0,1617.5,65089.62500000003
M1v2_SHAPE_s1_0,2016,30862,0.003760829476695169,0.01398616072996067,0.03787051438028538,0.3237047641480435,1.091194123000556,2.8302153792528997,0.0037537664033821336,0.01388880877178613,0.03716239267651688,33130.41477554167,121882.39211140905,327328.7570358643,0.983689121975346,0.9949975429662046,0.9996799055109103,0.9584401396299297,0.9787520114484853,0.9938836570152081,20274.768970312238,3.9750000000000085,15766,92787.77500000004
M1v2_SHAPE_s1_0,2017,107387,0.007304775904970086,0.028843295856660678,0.09251139764926508,0.6209283606382394,2.311030526513491,6.729776432602665,0.007278160873515,0.028431298489867494,0.08836117932868214,63540.55135851042,247110.39910978993,772112.9030983206,0.9584401396299297,0.9787520114484853,0.9938836570152081,0.8951276572290705,0.94937614489556,0.9751350564709601,42313.80049578388,8.975000000000009,46823.5,137000.92500000002
M1v2_SHAPE_s1_0,2018,1481,7.983400143649359e-4,0.007924968840196504,0.019480833130967344,0.06748516740055067,0.6453113193609751,1.4837261736851601,7.98021425235923e-4,0.007893649061116323,0.019292307866503,6541.373040325425,67232.45676529835,165684.48182639567,0.8951276572290705,0.94937614489556,0.9751350564709601,0.891591324343191,0.9409576689438426,0.9668332379029067,11597.147000292869,0,3653,76859.45000000001
M1v2_SHAPE_s1_0,2019,1205,7.290652458023925e-4,0.007769898407077381,0.019778009206616258,0.0600160082414929,0.625180284652262,1.5082751005719086,7.287995416989314e-4,0.007739790757838611,0.019583707430288297,6016.246781174915,65292.311269692684,167500.77512057612,0.891591324343191,0.9409576689438426,0.9668332379029067,0.888819425198113,0.9328337685586112,0.9587881536280521,11196.951013521593,0,3619.5,73381.47500000003
M1v2_SHAPE_s1_0,2020,1017,7.161649892835486e-4,0.007678043129139837,0.020231079901571192,0.05975969562902436,0.6176817298822357,1.4964875299607572,7.159086043254134e-4,0.007648642225122362,0.02002780473765642,5965.325252023419,64789.99283180476,169479.27467258615,0.888819425198113,0.9328337685586112,0.9587881536280521,0.8854414554994028,0.9254229811339809,0.9517950590160535,11049.143803141767,0,3162,67859.62500000006
M1v2_SHAPE_s1_0,2021,1318,8.203691366763786e-4,0.007857090843121653,0.019942586905765246,0.06958971190925663,0.6364833535599637,1.490856557335934,8.200327252329267e-4,0.007826304571698514,0.01974504882664952,6831.478332863739,66212.18497524541,165953.63028248592,0.8854414554994028,0.9254229811339809,0.9517950590160535,0.8805191914881783,0.9185173650037504,0.9456176154424543,11354.699718840642,0,3835,74175.87500000004
M1v2_SHAPE_s1_0,2022,50986,0.005624032829832645,0.017672068348364347,0.05418637714788041,0.4892190665295617,1.390219088770066,4.03530925959294,0.005608247558673645,0.0175168331352882,0.0527444567359344,46808.308172822595,146713.62414430274,442550.0283546363,0.8805191914881783,0.9185173650037504,0.9456176154424543,0.8565938847823072,0.9006276618640661,0.9318932479971533,24681.209203548668,4,24023.5,97418.50000000001
M1v2_SHAPE_s1_0,2023,2008,9.338480285701113e-4,0.008436557445313256,0.02098846292823613,0.07528688906635786,0.6825993932700811,1.5678130116162055,9.334121281763835e-4,0.00840106956080033,0.020769738042583932,7610.792976008819,69600.07209155153,170397.1502785461,0.8565938847823072,0.9006276618640661,0.9318932479971533,0.8519392235048167,0.8934904776748949,0.9251997616370705,11958.60691340152,0,4432,74679.92500000002
M1v2_SHAPE_s1_0,2024,892,6.976896901481493e-4,0.007721368469583743,0.019678954335668776,0.056071155910800585,0.6204904548121601,1.4677116044677623,6.974463595452861e-4,0.0076916352711118505,0.019486587600832515,5706.412660615886,63684.4693155226,159127.0719599654,0.8519392235048167,0.8934904776748949,0.9251997616370705,0.8465014225469023,0.8874593060083615,0.9190154559824637,10836.613800249079,0,3209,72440.95000000001
