state,q,wave_id,wave_onset,observed_total,predicted_total_median,predicted_total_lo,predicted_total_hi,total_ratio,observed_peak,predicted_peak_median,peak_ratio,observed_peak_week,predicted_peak_week,epidemic_width_weeks_observed,epidemic_width_weeks_predicted_median,pre_wave_susceptible,post_wave_susceptible,max_rhat,divergences,min_bulk_ess,min_tail_ess,bfmi_min
BA,0.2,BA_wave_09,2022-11-06,12613,12132.5,9411.875,15801.224999999999,0.9619043843653373,487,914,1.8767967145790554,2023-02-05,2023-04-09,32,32,0.9782494899687748,0.974384119614063,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_10,2024-01-21,14846,12777.5,9995.800000000001,16924.449999999993,0.8606695406170012,1499,1145,0.7638425617078052,2024-03-17,2024-04-07,47,54,0.9743170130771697,0.9705171494800053,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.25,BA_wave_02,2016-01-24,5863,5865,4288.775,8195.025,1.0003411222923417,535,627,1.17196261682243,2016-03-13,2016-04-17,16,19,0.9999156448343696,0.998274170739875,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_03,2016-10-16,6654,6517,4988.9749999999995,8463.174999999994,0.9794108806732792,422,538,1.2748815165876777,2017-01-15,2017-03-19,27,27,0.9982385547343109,0.996465259455251,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_04,2017-11-12,3383,3206,2493.875,4156.0999999999995,0.9476795743422998,181,260,1.4364640883977902,2018-06-03,2018-04-01,27,29,0.9964619046210563,0.995627415270369,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_05,2019-02-03,5650,5292,4178.875,6733.474999999998,0.9366371681415929,384,361,0.9401041666666666,2019-06-02,2019-04-14,24,37,0.9955731182012697,0.9941700980099848,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_06,2020-01-19,18751,17867.5,13557.15,23740.374999999993,0.9528825129326436,1228,1656.5,1.3489413680781759,2020-05-10,2020-04-12,20,25,0.9940150428459644,0.9891679059574645,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_07,2021-01-03,9539,10414,7812.975,14133.524999999996,1.0917286927350875,830,960,1.1566265060240963,2021-03-14,2021-03-28,19,24,0.9891679059574645,0.986414162566016,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_08,2021-12-05,13875,14366.5,10402.650000000001,19480.074999999997,1.0354234234234234,1012,1429,1.4120553359683794,2022-03-06,2022-04-17,20,21,0.9863882789050478,0.9826057887306101,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_09,2022-11-06,12613,12083,9354.925,15538.649999999998,0.9579798620470943,487,928.5,1.906570841889117,2023-02-05,2023-04-09,32,32,0.9825817846562093,0.9795450784166111,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.25,BA_wave_10,2024-01-21,14846,12721,9919.975,16864.874999999996,0.8568638016974269,1499,1129,0.7531687791861241,2024-03-17,2024-04-07,47,54,0.9794841534139329,0.9764581640184126,1.003424500139219,0,610.9779969348328,626.458056767528,0.8551502950529839
BA,0.3,BA_wave_02,2016-01-24,5863,5868.5,4307.9749999999995,8090.075000000001,1.0009380863039399,535,627,1.17196261682243,2016-03-13,2016-04-24,16,19,0.9999303126393488,0.9985667605600737,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_03,2016-10-16,6654,6559.5,5049.875,8685.225000000002,0.9857980162308386,422,546,1.2938388625592416,2017-01-15,2017-03-12,27,27,0.9985370436985387,0.9970401713993662,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_04,2017-11-12,3383,3208,2503.975,4239.1,0.9482707655926692,181,258,1.425414364640884,2018-06-03,2018-04-08,27,29,0.9970371972895142,0.9963524829589704,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_05,2019-02-03,5650,5306.5,4187.9,6736.025,0.9392035398230089,384,359,0.9348958333333334,2019-06-02,2019-05-12,24,36,0.9963052305264178,0.995125725547104,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_06,2020-01-19,18751,17933.5,13649.85,23730.875000000004,0.9564023252093222,1228,1653,1.3460912052117264,2020-05-10,2020-03-29,20,25,0.9949980788831131,0.9909707213786529,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_07,2021-01-03,9539,10430.5,7805.8,13917.025000000001,1.093458433798092,830,967,1.1650602409638555,2021-03-14,2021-03-28,19,23,0.9909707213786529,0.9886716348866078,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_08,2021-12-05,13875,14420.5,10599.95,19949.500000000004,1.0393153153153154,1012,1425,1.408102766798419,2022-03-06,2022-04-17,20,21,0.9886530076574842,0.9854816864876674,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_09,2022-11-06,12613,12124,9470.975,15516.425000000001,0.9612304764925077,487,917.5,1.8839835728952772,2023-02-05,2023-03-26,32,32,0.9854615450131459,0.9829176436637805,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
BA,0.3,BA_wave_10,2024-01-21,14846,12735.5,9865.8,16581.500000000004,0.8578404957564327,1499,1125.5,0.7508338892595063,2024-03-17,2024-04-07,47,54,0.9828669448882861,0.9803464831655333,1.0013450902965626,0,1377.1551409583817,1584.2476379961147,0.8149952530414483
